text1,text2,is_same
a constellation in the southern hemisphere near Columba and Eridanus,metaphysical concept,0
breed of very small pony with long shaggy mane and tail,painting by George Morley,0
annual or perennial herbs with inflated seed pods; some placed in genus Lesquerella,species of plant,0
a slow-burning fuse consisting of a tube or cord filled or saturated with combustible matter; used to ignite detonators from a distance,"part of a device that initiates function in an explosive, pyrotechnic device or military munition",1
set of bells hung in a bell tower,family name,0
an extremist militant group in Pakistan occupied Kashmir that seeks an Islamic government and that has had close links and fought with the Taliban in Afghanistan,"town in Binzhou, Shandong, China",0
a civilian reserve component of the United States Air Force that provides prompt mobilization during war and assistance during national emergencies,"Taiwanese-born American film director, screenwriter and film producer",0
any plant of the genus Cryptocoryne; evergreen perennials growing in fresh or brackish water; tropical Asia,species of plant,0
an edible and choice fungus; has a convex cap that is slightly viscid when fresh and moist but soon dries and a thick bulbous tan stalk,species of fungus,1
a line of latitude north of the south pole,antarctic circle,1
a misanthrope who dislikes women in particular,doctoral thesis by Melissa Sydeman,0
the power or capacity of an organism to tolerate unfavorable environmental conditions,article,0
meat from a domestic hog or pig,single by Weezer,0
North American warbler having a black-and-white head,"scholarly article published in The Auk, January 1989",0
accumulation of menstrual blood in the vagina (usually due to an imperforate hymen),medical condition in which the vagina fills with menstrual blood,1
the largest federation of North American labor unions; formed in 1955,federation of American trade unions,1
household for three; an arrangement where a married couple and a lover of one of them live together while sharing sexual relations,romantic relationship with three partners,1
the codefendant charged with adultery with the estranged spouse in a divorce proceeding,"Romanian biologist, correspondent member of the Romanian Academy",0
cosmopolitan in temperate regions except North America,doctoral thesis by Monika Tlaka,0
a mixture of antibiotics applied locally to infections caused by Gram-positive bacteria,chemical compound,1
a movable chair mounted on large wheels; for invalids or those who cannot walk; frequently propelled by the occupant,paralympic sport,0
a flamboyant deceiver; one who attracts customers with tricks or jokes,print in the National Gallery of Art (NGA 31140),0
a post bearing a sign that gives directions or shows the way,"St. Ervan, Cornwall, PL27",0
search for a location and directions by means of the MapQuest program,Wikimedia template,0
a student in the sixth form,educational year group in the United Kingdom and some Commonwealth countries,1
any of various butterflies of the family Lycaenidae,family of insects,1
tuberculin (a derivative of tubercle bacillus) is injected intradermally; a red area appearing 1-3 days later signifies an exposure (past or present) to tubercle bacilli and the need for further testing,article,0
a master's degree in business,business school,0
tall Paleozoic trees superficially resembling modern screw pines; structurally intermediate in some ways between cycads and conifers,genus of plants (fossil),1
a group of volcanic islands in the south central Pacific; part of French Polynesia,human settlement in France,0
(computer science) one of a set of small on-off switches mounted in computer hardware; used in place of jumpers to configure the machine for a user,vehicle lights,0
North American orchid similar to Habenaria psycodes with larger paler flowers,species of plant,1
a Scandinavian language (closely related to Icelandic) that is spoken on the Faroe Islands,orthography of the Faroese language,0
immediately below the A-horizon; contains deposits of organic matter leached from surface soils,soil layer whose physical characteristics differ from the layers above and beneath,1
large brightly crested bird of Africa,"lake in Abitibi-Témiscamingue, Canada",0
shrubby climber having glossy leaves and white funnel-shaped flowers with yellow throats,Wikimedia category,0
mourning doves,"scholarly article published in The Auk, January 1884",0
similar to Gymnadenia conopsea but with smaller flowers on shorter stems and having much shorter spurs,species of plant,1
a genus of Siphonaptera,village on the island of Lewis in Scotland,0
the Finnic language spoken by the Votyak,autonomous soviet socialist republic of a union republic of the Soviet Union,0
genus of tropical American orchids having showy male and female flowers usually on separate inflorescences,species of plant,0
the seventh month of the Islamic calendar,Muslim Arab  scholar of Islam,0
someone who plays the harpsichord,German harpsichordist,0
"an alphabetical listing of items (e.g., books in a library) with a separate card for each item",summary of certain data according to a fixed scheme on a card,1
rapid handwriting in which letters are set down in full and are cursively connected within words without lifting the writing implement from the paper,"form of cursive script, commonly used for English texts in the 14th and 15th centuries",0
where ovules develop on the wall or slight outgrowths of the wall forming broken partitions within a compound ovary,collective term for all carpels in a flower,1
the body of a female human being,artistic representation of the naked female body,1
meat from a domestic hog or pig,mixture of peptides and proteins derived from connective tissues of animals,0
take the burden off; remove the burden from,Pokémon ability,1
the act of expressing respect for someone who has died,ceremony for a person who has died,1
a party of people assembled to celebrate moving into a new home,1983 television film,0
either of two ferns of the genus Davallia having a soft grey hairy rootstock,variety of plants,1
affect or be affected with dry rot,article,0
a person who murders their mother,act of killing one's mother,1
a metal or plastic part that is surgically implanted to replace a natural joint (possibly elbow or wrist but usually hip or knee),orthopedic surgery to replace a joint,1
shooting game birds that are flying (on the wing),"London, Ont.,T.G. Davey,1881. | Smithsonian Libraries View Book",1
stout stick that is larger at one end,Australian rules football club,0
an animal having teeth fused with the inner surface of the alveolar ridge without sockets,formation of the teeth,1
a ditch with one side being a retaining wall; used to divide lands without defacing the landscape,"parish  municipality in Quebec, Canada",0
the RNA virus that causes Argentine hemorrhagic fever; carried by rats and mice,article,0
a revised version of the King James Version,"1965 English Bible translation by Zondervan and The Lockman Foundation; a revision of the 1901 American Standard Version; uses additional wording, a punctuation system and typographical features to bring out all shades of meaning in the original",0
lacking intelligence,Garbage song,0
a socially awkward or tactless act,episode of Stargate SG-1 (S2 E19),0
a portrait showing the body from only the waist up,drawing in the National Gallery of Art (NGA 68622),0
roentgenographic examination of blood vessels after injection of a radiopaque contrast medium; produces an angiogram,medical imaging technique,1
skin condition characterized by tender red nodules on the shins and legs,skin disease,1
type genus of the Viperidae,species of reptile,0
the act of throwing someone or something out of a window,the act of throwing someone or something out of a window,1
stout-bodied broad-winged moth with conspicuously striped or spotted wings; larvae are hairy caterpillars,Wikimedia list article,0
annual or perennial vines of Africa and India and Australia; plants often placed in genus Dolichos,genus of plants,1
the process of converting to a sol; bringing to a colloidal solution,patent,0
make detailed arrangements or preparations,used in golf,1
relating to or having ability to think in or work with numbers,peer-reviewed scientific journal,0
a form of life insurance whereby on the death or default of a participant his share is distributed to the remaining members,form of investment in which shares devolve to remaining participants upon a participant's death,1
introduce an idea or attitude into the mind of,method of purposefully infecting a person with smallpox (Variola),1
oil from olives,article,0
a river in eastern Brazil flowing into the Atlantic Ocean,human settlement in Brazil,0
genus of dry wood termites; cosmopolitan in distribution; sometimes considered a subgenus of Kalotermes,species of termite,0
an inn (usually outside city limits on a main road) providing meals and liquor and dancing and (sometimes) gambling,1998 single by Garth Brooks and Steve Wariner,0
a genus of Psittacidae,genus of birds,1
any informal meal eaten outside or on an excursion,album by Pere Ubu,0
a statement of fundamental rights and privileges (especially the first ten amendments to the United States Constitution),Act of Parliament in New Zealand,0
large brightly crested bird of Africa,species of bird,1
white-flowered annual European herb bearing triangular notched pods; nearly cosmopolitan as an introduced weed,article,0
small leaping insect that sucks the juices of plants,family of insects,1
steep in hot water,extraction by boiling herbal or plant material to dissolve the chemicals of the material,1
any of several plants of the genus Arctotis having daisylike flowers,species of plant,0
queen of the Olympian gods in ancient Greek mythology; sister and wife of Zeus remembered for her jealously of the many mortal women Zeus fell in love with; identified with Roman Juno,web mapping platform,0
(mineralogy) a hollow rock or nodule with the cavity usually lined with crystals,"lake in Laurentides, Canada",0
type genus of the Stercorariidae: jaegers,genus of birds,1
the narrow central part of the cerebellum between the two hemispheres,species of mollusc,0
stout stick that is larger at one end,association football club in Belgium,0
a landlocked mountainous republic in southeast central Asia to the north of Afghanistan; formerly an Asian soviet,Tajikistani actor,0
a weight added to the scale to reach a required weight,article,1
type genus of Cupressaceae,genus of plants,1
North American grass cultivated in western United States as excellent forage crop,variety of plants,0
psychology: repeat a response after the cessation of the original stimulus,"persistent repetition of previously used phrases, words or details (psychopathological symptom)",1
an edible jelly (sweet or pungent) made with gelatin and used as a dessert or salad base or a coating for foods,"American ragtime and jazz pianist, bandleader and composer",0
slow-growing creeping plant with semi-evergreen leaves on erect wiry stems; used as ground cover,species of plant,1
having impaired ability to comprehend written words usually associated with a neurologic disorder,article,0
a light puckered fabric (usually striped),woven cotton fabric with crinkled stripes,1
a coupler shaped like the letter U with holes through each end so a bolt or pin can pass through the holes to complete the coupling; used to attach a drawbar to a plow or wagon or trailer etc.,"lake in Ontario, Canada",0
a port on the island of Saint Lucia; capital and largest city of Saint Lucia,quarter of Saint Lucia,0
bryony having fleshy roots pale green flowers and very small red berries; Europe; North Africa; western Asia,mountain in Australia,0
the second month of the Islamic calendar,album by Karavan,0
found off the West Indies and Florida,species of fish,1
North American shrub with whitish canescent leaves,species of plant,1
the act of assuming or taking for granted,"private Catholic all boys school in Bangkok, Thailand",0
genus of Eurasian perennial tuberous or rhizomatous herbs: leopard's bane,subspecies of plant,0
a cheese dish made with egg and bread crumbs that is baked and served in individual fireproof dishes,casserole,1
inhabits both coasts of tropical Atlantic,Wikimedia category,0
disorder showing symptoms for which no physiological or anatomical cause can be identified,Benign paroxysmal torticollis of infancy (BPTI) is a rare functional disorder characterised by recurrent episodes of torticollic posturing of the head (inclination or tilting of the head to one side) in healthy children,0
the fielding position of the player on a baseball team who is stationed near the third of the bases in the infield (counting counterclockwise from home plate),"baseball team and Major League Baseball franchise in Chicago, Illinois, United States",0
a burst of deep loud hearty laughter,language,1
type genus of the Adelgidae: plant lice,genus of insects,1
type genus of the Hirundinidae,genus of birds,1
any shrub or tree of the genus Banksia having alternate leathery leaves apetalous yellow flowers often in showy heads and conelike fruit with winged seeds,genus of plants,1
a drug cartel that seized control of cocaine production in Colombia in 1993; adopted techniques used by terrorist organizations (small cells and sophisticated communications equipment and close ties with politicians etc.),Wikimedia category,0
a pump to maintain circulation during heart surgery; diverts blood from the heart and oxygenates it and then pumps it through the body,clinical trial,0
a nonsteroidal anti-inflammatory drug (trade name Ansaid) that is administered only orally,chemical compound,1
of or pertaining to Martin Luther or his teachings,"protestant church of Württemberg, Germany",0
widely cultivated South African perennial having flower heads with orange to flame-colored rays,species of plant,1
spicy fruit of the cubeb vine; when dried and crushed is used medicinally or in perfumery and sometimes smoked in cigarettes,chemical compound,0
perennial plant having clusters of one to four showy white bell-shaped flowers atop erect unbranched stems; edible bulbs useful in times of scarcity; eastern Montana and western North Dakota south to northern Arizona and northwestern New Mexico,variety of plant,0
important food fish of Europe,species of fish,1
small fly whose larvae damage wheat and other grains,"Washington :Government Printing Office,1880. | U.S. Department of Agriculture, National Agricultural Library View Book",0
(of flowers) having five petals,part of a plant,1
Pacific shark valued for its fins (used by Chinese in soup) and liver (rich in vitamin A),species of shark (Galeorhinus galeus),1
a specially trained elite unit of the United States Army,elite military formation of the United States Army,1
abnormally low blood pressure,scientific journal article,0
a privately owned warship commissioned to prey on the commercial shipping or warships of an enemy nation,1996 video game,0
a verse line having eight metrical feet,meter consisting of eight metrical feet,1
a fatty oil obtained from the menhaden fish and used in paint and ink and in treating leather,Oil from fish Alosa and Menhaden,1
the boundary between the Earth's crust and the underlying mantle,"capital city of Moho, Puno, Peru",0
a northeastern Iranian language spoken in Russia,Russian actor,0
a master's degree in business,language,0
anchusa of southern Africa having blue to red-purple flowers,species of plant,1
plant with leathery heart-shaped leaf blades clustered at base of long stalks with greenish-white flowers clustered along the upper part; western North America,variety of plant,0
an absence of normal pigmentation especially in the skin (as in albinism) or in red blood cells,congenital disorder causing skin to lack pigmentation,1
a short thick jacket; often worn by workmen,"sturdy men's work jacket of the United Kingdom, with leather or PVC patches on the front and back shoulder",1
any of several South African plants of the genus Ixia having grasslike leaves and clusters of showy variously colored lily-like flowers; widely cultivated,genus of plants,1
small genus of Old World ferns; superseded in some classification systems which place plants of this genus in e.g. genera Asplenium and Pleurosorus,subspecies of plant,0
a photoelectric cell that uses a strip of selenium,electrical device that converts the energy of light directly into electricity by the photovoltaic effect,1
an officer in command of a military unit,award in the Order of the Bath,0
the tenth month of the Islamic calendar,1st day of Shawwal in the Islamic calendar,0
the capital of Cameroon,capital of Cameroon,1
an island (part of Campania) in the Bay of Naples in southern Italy; a tourist attraction noted for beautiful scenery,cycling team (1981-1982),0
very large powerful smooth-coated breed of dog,episode of The George Burns and Gracie Allen Show (S5 E26),0
having four sides,hexahedron with cube topology,0
of or relating to or denoting the time before the Jurassic period,article,1
large searobin; found from Nova Scotia to Florida,species of fish,1
light hollow muffin made of a puff batter (individual Yorkshire pudding) baked in a deep muffin cup,Wikimedia list article,0
a course of appetizers in an Italian meal,first course of a formal Italian meal,1
the downward slope of a hill,type of mountain biking,1
an arm of the southern Pacific Ocean in Antarctica,deep bay of the Southern Ocean in Antarctica,1
type genus of the Cimicidae: bedbugs,genus of insects,1
a former political party in the United States; formed in 1848 to oppose the extension of slavery into the territories; merged with the Liberty Party in 1848,"anti-slavery but non-abolitionist political party in the United States, precursor to the Republican party",1
a day lily with yellow flowers,species of plant,1
an ancient Greek city on the western shore of Asia Minor in what is now Turkey; site of the Temple of Artemis; was a major trading center and played an important role in early Christianity,ancient city in Anatolia,1
a studio where broadcasts originate,installation in which video productions take place,1
fire delivered by artillery,rapid-fire automatic cannon firing 20 mm ammunition,0
antibacterial drug (trade name Nydrazid) used to treat tuberculosis,InterPro Domain,0
a handsaw that is stiffened by metal reinforcement along the upper edge,saw,1
bushy subshrub having flower heads that resemble asters with broad white rays; found in desert areas of Arizona east to Kansas and south to Mexico,species of plant,1
a genre of painting characterized by the application of paint in dots and small strokes; developed by Georges Seurat and his followers in late 19th century France,Wikimedia category,0
biennial plant; valuable honey plant,species of plant,1
Australian tree having hard white timber and glossy green leaves with white flowers followed by one-seeded glossy blue fruit,species of plant,1
French choreographer and ballet dancer (born in Russia) (1895-1979),hill in Algeria,0
a tropical arm of the Pacific Ocean near southeastern Asia subject to frequent typhoons,article,0
first wife of Henry VIII; Henry VIII's divorce from her was the initial step of the Reformation in England (1485-1536),"painting by Attributed to British School, 16th century",0
a form of penicillin resistant to penicillinase and effective against penicillin-resistant staphylococci,microbial gene found in Staphylococcus epidermidis ATCC 12228,0
a mild sedative-hypnotic drug (trade name Placidyl),chemical compound,1
a verb whose agent performs an action that is directed at the agent,verb whose direct object is the same as its subject,1
abnormal attraction to filth,sexual fetish or paraphilia that involves deriving erotic pleasure from soiling or disheveling the object of one's desire,1
in some classifications coextensive with family Laminariaceae: marine brown algae of cold or polar seas,family of seaweed,0
of a region of the United States generally including Ohio; Indiana; Illinois; Iowa; Missouri; Kansas; Nebraska; and sometimes Michigan; Wisconsin; Minnesota,American non-profit graduate and professional school,0
a silvery-bodied croaker with dark markings and tiny barbels,article,0
lacking facets,"unfaceted 72 g polished red spinel (not actually a ruby), said to be owned by Timur, later set in a necklace for Queen Victoria in 1853",1
a legal agreement specifying a payment or action and the penalty for failure to comply,album by Monty Python,0
small asexual reproductive structure in e.g. liverworts and mosses that detaches from the parent and develops into a new individual,English actor,0
code name for the secret United States project set up in 1942 to develop atomic bombs for use in World War II,episode of Ugly Betty (S3 E1),0
a swimming kick; knees are drawn upward and outward so the legs can be brought together when fully extended,swimming style in which the swimmer is on his or her chest and the torso does not rotate,1
evergreen South American shrub having showy trumpet-shaped orange flowers; grown as an ornamental or houseplant,species of plant,1
lower vascular plants having dichotomously branched sporophyte divided into aerial shoot and rhizome and lacking true roots,family of plants,0
attractive wrapping paper suitable for wrapping gifts,1974 film directed by Bruce Bilson,0
brightly colored carnivorous fish of western Atlantic and West Indies waters,Wikimedia category,0
a small plane that has a handle on each side of its blade; used for shaping or smoothing cylindrical wooden surfaces (originally wheel spokes),reef in Panama,0
genus of fragrant tropical American shrubs,genus of plants,1
southern African herb with white bell-shaped flowers,species of plant,1
large can for transporting milk,container for the transportation of milk,1
small silky-haired pouched rodent; similar to but smaller than kangaroo rats,genus of mammals,0
one species,species of plant,1
either of two posts that bound a gate,mountain in Australia,0
"form sides, as for a game",television series,1
earwigs and a few related forms,order of insects,1
a genus of Labridae,genus of wrasses,1
statements affirming or denying certain matters of fact that you are prepared to prove,race horse,0
a genus of Fasciolidae,species of worm,0
a honey-colored edible mushroom commonly associated with the roots of trees in late summer and fall; do not eat raw,species of fungus,1
common shrub of eastern North America having small yellow flowers after the leaves have fallen,species of plant,1
a starlike object that may send out radio waves and other forms of energy; many have large red shifts,San Francisco based progressive rock band,0
turn aside and away from an initial or intended course,movement of an object through the gases of an atmosphere from outer space,1
having blotches of white,"spring in Clark County, United States of America",0
a machine that separates the seeds from raw cotton fibers,"commune in Tarn-et-Garonne, France",0
the compass point midway between south and southeast,region for the Senior League World Series,0
"appear on the surface, come to the surface on the ground","significant vertical, or near vertical, rock exposure",0
(computer science) one of a set of small on-off switches mounted in computer hardware; used in place of jumpers to configure the machine for a user,number of electric switches in a dual in-line package,1
remove from the bar; expel from the practice of law by official action,disbarred Italian police officer,0
a figure on the surface of a sphere bounded by arcs of 3 or more great circles,branch of spherical geometry that deals with the relationships between trigonometric functions of the sides and angles of the spherical polygons,0
woody vine of southeastern United States resembling the common moonseed but having red fruits,Wikimedia category,0
tubular pasta in short ribbed pieces,type of pasta,1
loosestrife: a cosmopolitan genus found in damp or swampy terrain having usually yellow flowers; inclined to be invasive,species of plant,0
a woman hired to suckle a child of someone else,school in Indonesia,0
one of two spiral bands of tissue connecting the egg yolk to the enclosing membrane at either end of the shell,genus of arachnids,0
similar to American white pelican,species of bird,1
"spiny shrub of the Caspian salt plains and Siberia having elegant silvery, downy young foliage and mildly fragrant pink-purple blooms",species of plant,1
(rugby) knocking the ball forward while trying to catch it (a foul),1959 Isley Brothers song,0
a herder of sheep (on an open range); someone who keeps the sheep together in a flock,American neuroscientist,0
(Roman mythology) a vestal virgin who became the mother by Mars of the twins Romulus and Remus,painting by Peter Paul Rubens,0
a wedge-shaped wool or cotton cap; worn as part of a uniform,foldable military cap with straight sides and a creased or hollow crown,1
in a subjective way,"philosophical concept, related to consciousness, agency, personhood, reality, and truth",0
an archipelago of small islands off the southwestern coast of England near the entrance to the English Channel; formerly a haven for smugglers and pirates,men's association football league in the Isles of Scilly,0
instrument of execution consisting of a sealed chamber into which poison gas is introduced; used to kill people or animals,fictional room in the Ministry of Magic,0
the power (usually of a president or governor) to pardon or commute the sentence of someone convicted in that jurisdiction,forgiveness of a crime and the cancellation of the relevant penalty,1
ctenophore having tentacles only in the immature stage; body compressed vertically having two large oral lobes and four pointed processes,species of arachnid,0
(of plants such as dandelions and thistles) having pappi or tufts of featherlike hairs or delicate bristles,subspecies of plant,1
plant growing from a tuber,structures in some plant species used as storage organs for nutrients,1
a post bearing a sign that gives directions or shows the way,"Manaccan, Cornwall, TR12",0
order of chiefly aquatic fungi,order of fungi,1
punish with an arbitrary penalty,criminal sanction,1
singing popular songs accompanied by a recording of an orchestra (usually in bars or nightclubs),compilation album by Despina Vandi,0
a stout staff with a metal point; used by mountain climbers,section of a planet's crust that is demarcated by faults or flexures,1
English breed of strong stocky dog having a broad skull and smooth coat,"Staffordshire Bull Terrier, mascot of the Staffordshire and Mercian Regiments",0
the Shastan language spoken by the Atsugewi,Wikimedia category,0
tropical vine having umbels of small purple flowers and edible roots sometimes boiled as a potato substitute; Colombia,species of plant,1
any of various shrubs or small trees of the genus Strophanthus having whorled leaves and showy flowers of various colors in dense and corymbose clusters; some have poisonous seeds,genus of plants,1
genus of South African heathlike shrubs,species of plant,0
common North American green or brownish frog having white-edged dark oval spots,"spring in Mohave County, United States of America",0
exchange people temporarily to fulfill certain jobs and functions,"genre of speculative fiction, where one or more historical events occur differently",1
any orchid of the genus Aerides,genus of plants,1
type genus of the family Mysidae,species of crustacean,0
type genus of the Balistidae,genus of triggerfish,1
relating to or belonging to plants of the family Umbelliferae,article,0
an agent that kills worms (especially those in the intestines),Substance intended to kill parasitic worms (helminths),1
a socially awkward or tactless act,family name,0
covered all over with uniformly distributed flagella,part of a cell of some organisms,1
an island in the Mediterranean to the west of Italy,company,0
large genus of trees and shrubs with berrylike fruit,German Renaissance humanist,0
type genus of the Cimicidae: bedbugs,species of mollusc,0
a weak-stemmed winter annual native to Mediterranean region for long established in southern United States; cultivated as a cover and pasture crop,Wikimedia category,0
type genus of the family Pennatulidae: sea pens,species of plant,0
like the sounds of frogs and crows,species of amphibian,0
"the acetylated derivative of salicylic acid; used as an analgesic anti-inflammatory drug (trade names Bayer, Empirin, and St. Joseph) usually taken in tablet form; used as an antipyretic; slows clotting of the blood by poisoning platelets",award,0
widespread genus of herbs or softwood arborescent shrubs cultivated for their showy flowers,species of plant,0
a family of nocturnal birds of the order Strigiformes,"scholarly article published in The Auk, April 1901",0
shrimp-like crustaceans whose females carry eggs and young in a pouch between the legs,"order of crustaceans, narrower than the outdated Mysidacea",1
of or containing a mixture of Latin words and vernacular words jumbled together,macaronic language,0
device that transfers heat from one liquid to another without allowing them to mix,doctoral thesis,0
a unit of length (100 ft),unit of length,1
very large yellowish-brown American silkworm moth with large eyespots on hind wings; larvae feed on fruit and shade trees,Wikimedia category,0
someone who writes plays,English dramatist,0
the more common dolphinfish valued as food; about six feet long,article,0
any alga of the division Chrysophyta with its chlorophyll masked by yellow pigment,class of algae,1
a store selling a limited variety of food and pharmaceutical items; open long hours for the convenience of customers,facility which sells fuel and engine lubricants for motor vehicles,0
a city in south central Belgium situated on a promontory between the Meuse River and the Sambre River; the site of intense fighting in World War I and World War II,14th-century queen consort,0
an overlapping stitch made by starting the next stitch at the middle of the preceding one,"stitch taken in the direction opposite to the direction of sewing, producing a strong line",1
one of several districts into which a city or town is divided for voting; each contains one polling place,"provincial electoral division in Manitoba, Canada",0
inflammation of the prostate gland characterized by perineal pain and irregular urination and (if severe) chills and fever,article,0
"make more extreme; raise in quantity, degree, or intensity",article published by Congressional-Executive Commission on China,0
a portrait showing the body from only the waist up,drawing in the National Gallery of Art (NGA 21993),0
always able to supply more,"Kittrell, N.C. :Continental Plant Co.,[1914] | U.S. Department of Agriculture, National Agricultural Library",1
genus of yellow-flowered North American herbs,species of cnidarian,0
type genus of the family Trombiculidae,genus of arachnids,1
any effect that seems to be a consequence of administering a placebo; the change is usually beneficial and is assumed result from the person's faith in the treatment or preconceptions about what the experimental drug was supposed to do; pharmacologists were the first to talk about placebo effects but now the idea has been generalized to many situations having nothing to do with drugs,book by Gary Russell,0
diving apparatus for underwater work; has an open bottom and is supplied with compressed air,2010 album by Sanguine Hum,0
a genus of Cephalobidae,genus of worms,1
the third month of the Islamic calendar,Islah in Ar Rujum District in Al Mahwit Governorate in Yemen,0
(of a leaf shape) egg-shaped with the narrower end at the base,species of plant,0
any of various earths containing silica and alumina and ferric oxide; used as a pigment,Indian film director,0
orchid of Florida and the Bahamas having showy brightly colored flowers; sometimes placed in genus Epidendrum,genus of plants,1
discharge of pus,album by Pyorrhoea,0
large cylindrical or flattened mostly tropical insects with long strong legs that feed on plants; walking sticks and leaf insects,Phasmid Study Group | Phasmid Study Group,0
entering a building unlawfully with intent to commit a felony or to steal valuable property,episode of Bottom (S2 E3),0
a small hole (usually round and finished around the edges) in cloth or leather for the passage of a cord or hook or bar,"ring or edge strip inserted into a hole through thin material, typically of metal or plastic",1
without payment,album by Rapstar,0
prolapse of the urethra into the vagina,Human disease,1
an inlet of the Baltic Sea between Latvia and Estonia,battle,0
a misanthrope who dislikes women in particular,"1910 film, director unknown, produced by the Thanhouser Company",0
(Christianity) the doctrine of the ecumenical movement that promotes cooperation and better understanding among different religious denominations: aimed at universal Christian unity,"public research university located in Geneva, Switzerland",0
large Australasian evergreen fern with an edible rhizome sometimes used as a vegetable by indigenous people,"species of bracken, ferns, venacular name(s): King Fern, Para, Potato Fern",1
a primitive method of determining a person's guilt or innocence by subjecting the accused person to dangerous or painful tests believed to be under divine control; escape was usually taken as a sign of innocence,series of novels by Diane Duane,0
the virus that produces stunting and yellowing of the leaves of onion plants,species of virus,1
a family of fungi belonging to the order Agaricales; the gills of these fungi have a clean waxy appearance,family of fungi,1
of or relating to or resembling a basilica,building used as a place of Christian worship,1
become a nun,live album,1
a colonnade surrounding a building or enclosing a court,sculpture by George Rickey,0
an edible jelly (sweet or pungent) made with gelatin and used as a dessert or salad base or a coating for foods,photographic material,0
a mineral consisting of lead carbonate that is an important source of lead,"898-carat cerussite gem in the Royal Ontario Museum's collection, from Tsumeb, Namibia",0
a major battle in the American Civil War (1863); the Confederates under Robert E. Lee defeated the Union forces under Joseph Hooker,Ticonderoga-class cruiser,0
a wife who is left alone much of the time because her husband is playing golf,film,1
a boat equipped to fight fires on ships or along a waterfront,califorian Fireboat,0
a nuclear reactor using gas as a coolant,"nuclear reprocessing site in Cumbria, England",0
type genus of the Mugilidae: mullets,species of fish,0
the angle (at a particular location) between magnetic north and true north,musical form,0
a kind of sea slug,species of mollusc,1
in most classifications not considered a separate family but included in the Pedaliaceae,genus of plants,0
type genus of the Procellariidae,species of bird,0
a war between North and South Korea; South Korea was aided by the United States and other members of the United Nations; 1950-1953,military decoration of South Korea,0
perennial of Portugal similar to the oxeye daisy,species of plant,1
genus of mostly North American poisonous plants; sometimes placed in family Melanthiaceae,species of plant,0
"partition by means of a divider, such as a screen","Grade II listed building in Gwynedd. Located at the end of a farm drive, immediately N of Glasinfryn village, now separated off by the A55 trunk road.",0
retire or become ineligible because of old age or infirmity,retirement pension,1
a dark bituminous substance found in natural beds and as residue from petroleum distillation; consists mainly of hydrocarbons,composite material commonly used as a road surface,0
capital and largest city of Jamaica,capital of Jamaica,1
a local area network that uses high frequency radio signals to transmit and receive data over distances of a few hundred feet; uses ethernet protocol,A type of wireless local area network based on IEEE 802.11 standard and utilize milimeter wavelength,0
yellowish-grey Syrian brown bear,Wikimedia category,0
water cart with a tank and sprinkler for sprinkling roads,"print; courtyard scene showing a water-cart, ladders against walls and two figures",0
small moth whose larvae feed on kernels of stored grains,species of insect,1
somewhat rough,genetic element in the species Drosophila melanogaster,1
first wife of Henry VIII; Henry VIII's divorce from her was the initial step of the Reformation in England (1485-1536),researcher at the University of Leeds,0
the causal agent resulting in death,cause of death,0
the steady flow of surface ocean water in a prevailing direction,article,0
a Dravidian language spoken in southern India,films in Kannada language,0
relating to or belonging to plants of the family Umbelliferae,family of plants,1
perform the cakewalk dance,Piano suite by Claude Debussy,0
a pan used for frying foods,1914 film by Hay Plumb produced by Hepworth / Walton Studios,0
suitable for or ready for delivery,1967 studio album by The Mamas & the Papas,0
a narrow republic surrounded by Senegal in West Africa,position,0
having some official authority or sanction,a series in the National Archives and Records Administration's holdings,1
large black petrel of southern seas having a white mark on the chin,article,0
a line generated by a point on a circle that rolls around inside another circle,geometry term,1
(of monsters) having snakes for hair,female creature in Greek mythology,1
any of several cacti of the genus Nopalea resembling prickly pears,album by Rodrigo González,0
Dutch architect and town planner (1856-1934),Dutch architect (1856-1934),1
small tree of southern Europe and Asia Minor bearing small hard-shelled nuts,species of plant,1
frequent and watery bowel movements; can be a symptom of infection or food poisoning or colitis or a gastrointestinal tumor,album by B'z,0
any dog trained to assist police especially in tracking,Finnish police dog,0
a militant Islamic fundamentalist political movement that opposes peace with Israel and uses terrorism as a weapon; seeks to create an Islamic state in place of Israel; is opposed to the PLO and has become a leading perpetrator of terrorist activity in Israel; pioneered suicide bombing,"American comic book writer, artist, actor and musician",0
a fast maneuverable fighter plane designed to intercept enemy aircraft,car model,0
any of numerous medium to small insectivorous bats found worldwide in caves and trees and buildings,article,0
trailing European aromatic plant of the mint family having rounded leaves and small purplish flowers often grown in hanging baskets; naturalized in North America; sometimes placed in genus Nepeta,species of plant,1
superficial veins ascending the radial side of the forearm; combines with the ulnar veins to form the brachial vein,vein of insect wing,1
subclass of insects characterized by gradual and usually incomplete metamorphosis,superorder of insects,1
a genus of Eurasian herbs of the family Compositae with prickly foliage and large purplish flowers,species of plant,0
capital of North Korea and an industrial center,University in South Korea,0
antihistamine used to treat rhinitis and pruritus,chemical compound,1
large species having three ridges on its back; found in southeastern United States,heaviest freshwater turtle in the world,1
a genus of Cephalobidae,species of arachnid,0
Australian annual sometimes cultivated for its racemes of purple flowers and edible yellow egg-shaped fruit,Wikimedia category,0
a Russian unit of length (1.067 km),Wikimedia template,0
tall pot in which coffee is brewed,"bay in Collier County, United States of America",0
