text1,text2,is_same
has a moving magnet and astatic coils arranged to cancel the effect of the Earth's magnetic field,Nobili astatic galvanometer,0
leaves used sparingly (because of bitter overtones) in sauces and soups and stuffings,species of perennial temperate herb,1
a completely inverted ovule turned back 180 degrees on its stalk,plant structure and its female reproductive cells,1
an impact printer that carries the type slugs by links of a revolving chain,impact printer that prints one entire line of text at a time,1
a long narrow flowing cirrus cloud,"waterfall in the Moffat Hills, Scotland, UK",0
common in quiet waters of eastern United States,"Toronto :Royal Ontario Museum,1973. | Royal Ontario Museum (archive.org) View Book",0
type genus of the Pteroclididae,species of bird,0
a magpie of Rocky Mountains in North America,"scholarly article published in The Auk, January 1919",1
land tenure by service to the lord as a knight,form of Feudal land tenure,1
a Bantu language,"Bantu language, mostly spoken mainly within East Africa, national language in Tanzania and one of the official languages of Kenya",0
a defense laboratory of the Criminal Investigation Command; the United States Army's primary forensic laboratory in support of criminal intelligence,"U.S. Army base in Georgia, USA",1
Paleozoic simple dichotomously branched plants of Europe and eastern Canada including the oldest known vascular land plants,family of plants,0
the quality of being disingenuous and lacking candor,article,1
North American perennial herb; leaves are used medicinally; sometimes placed in genus Cassia,species of plant,1
an isomer of naphthol used in dyes,chemical compound,1
a special shoe worn when bowling,class of sports in which a player rolls a bowling ball towards a target,1
shrub honeysuckle with drooping spikes of purplish flowers,Wikimedia category,0
small brown moth whose larvae bore into flowers and bolls of cotton,"Cairo,Government Press,1917. | University of California Libraries (archive.org) View Book",0
sea bream of warm Atlantic waters,Wikimedia category,0
(of a leaf shape) pinnate with a pair of leaflets at the apex,type of compound leaf,1
arrive at a certain condition through repeated motion,journal,1
of or pertaining to or characteristic of French philosopher Jean-Jacques Rousseau (1712-1778),"Genevan philosopher, writer, and composer",1
weedy vine of Argentina having solitary white flowers followed by egg-shaped white or yellow fruit,species of plant,1
a selective-serotonin reuptake inhibitor commonly prescribed as an antidepressant (trade name Paxil),clinical trial,0
orchid of boggy or wet lands of north central United States having racemes of very fragrant creamy or greenish white flowers,species of plant,1
a garden tool for trimming hedges,garden tool,1
the drawing up and interpretation of horoscopes,astrological chart or diagram,1
failing or refusing to observe religious customs,Wikimedia list article,1
wood of the granadilla tree used for making musical instruments especially clarinets,species of plant,1
the nations possessing nuclear weapons,Wikimedia list article,1
having nine sides,2016 film,0
the branch of meteorology that studies clouds and cloud formation,album by Air Liquide,1
stock held by stockholders of record on a given date,British record producer,0
shaped like a lance,Lance-shaped or leaf-shaped nose found in some species of bats. It is thought  to serve some role in modifying and directing the echolocation call.,1
the distance light travels in a vacuum in one minute; approximately 18 million kilometers,unit of length,1
small dark green or yellow ribbed squash with yellow to orange flesh,type of squash,1
drop prosecution of by entering a nolle prosequi in the court records,legal term,1
a Loloish language,ethnic group,0
very large yellowish-brown American silkworm moth with large eyespots on hind wings; larvae feed on fruit and shade trees,Wikimedia category,0
a wheel that has a tire and rim and hubcap; used to propel the car,Composite wheels of North American railway carriages,0
having no handle,beer glassware,1
(Buddhism) an adherent of Lamaism,body of Buddhist religious doctrine and institutions characteristic of Tibet,1
deciduous shrub or small tree with pyramidal flower clusters,species of plant,1
sauce Espagnole with extra beef stock simmered down and seasoned with dry wine or sherry,sauce,1
fine lace with a raised or applique design,moth of the family Geometridae,0
a narrow woodworking plane used to cut away excess stock,type of woodworking tool,1
tropical American deciduous shrubs or small trees,species of plant,0
of white tinged with purple,species of insect,1
deciduous shrub or small tree with pyramidal flower clusters,Wikimedia category,0
a Formosan language,Wikimedia category,0
someone who popularizes a new fashion,person who creates or expands a fashion trend by adopting a product or style,1
shrub of northwestern North America bearing red berries,painting by Mary Vaux Walcott,0
(of a garment) having a high neckline,ceramic from the Catteau Collection,1
(slang) a merchant who deals in shoddy or inferior merchandise,art or other objects that appeal to popular rather than high art tastes,1
viscid branched perennial of the southwestern United States and northern Mexico having tuberous roots and deep red flowers,species of plant,1
small clustering cactus of southwestern United States; a threatened species,species of plant,1
the Altaic language spoken by Koreans,scientific journal,0
a selective-serotonin reuptake inhibitor commonly prescribed as an antidepressant (trade name Paxil),clinical trial,0
of northern Canada,species of mammal,1
tongs for lifting blocks of ice,drawing in the National Gallery of Art (NGA 27328),1
any of the arthropods,Wikimedia category,1
brewer's yeast used in top fermentation of ale,species of fungus,1
having narrow flat sickle-shaped submerged fronds; North America,species of plant,1
the basic unit of money in Jamaica,currency,1
writing board used on the lap as a table or desk,company,1
tropical rhizomatous plant cultivated as an ornamental for its large sagittate leaves,species of plant,1
rice and chicken cooked together with or without other ingredients and variously seasoned,2004 film by Kenneth Bi,1
Australian tree yielding a variegated tulipwood,Wikimedia category,0
common North American perennial with heathlike foliage and small white flower heads,species of plant,1
a temperature scale on which water freezes at 0 degrees and boils at 80 degrees,temperature scale,1
annual of southern United States,species of plant,1
the quality of being disingenuous and lacking candor,2014 film by Vincent Tilanus,0
extinct primitive hominid of late Pleistocene; Java; formerly Javanthropus,hominid fossil - extinct,1
moth whose larvae are spring cankerworms,species of insect,1
lacking stiffness in form or posture,smurf,1
an English translation of the Vulgate by Roman Catholic scholars,Challoner's revision of the DRB,0
thistle of western North America having white woolly leaves,species of plant,1
a very deep bass voice,vocal range,0
an optical projector that gives images of both transparent and opaque objects,device for projecting images of opaque (as opposed to transparent) materials,1
resembling a city,article,1
child's word for a sheep or lamb,1852 painting,1
dye after weaving,process of dyeing fabric after weaving or knitting,1
a fee charged for transporting goods by truckage,German truckage company,1
a writer of folktales,"consists of legends, music, oral history, proverbs, jokes, popular beliefs, fairy tales, etc.",0
a woman who is a mediator,species of insect,0
never having lost,hymn text by Charles Wesley,1
an anchor used for semipermanent moorings; has a bowl-shaped head that will dig in however it falls,mooring device,1
the short adductor muscle of the thigh,muscle in the thigh situated immediately behind the pectineus and adductor longus,1
erect or climbing shrub of Brazil with deep pink to red flowers,species of plant,1
tree of extreme southern Florida and West Indies having thin scaly bark and aromatic fruits and seeds and yielding hard heavy close-grained zebrawood,species of plant,1
not finally or definitely formed,any uncrystallized syrup made during the refining of sugar,1
cypress of river valleys of Mexican highlands,species of plant,1
any flexible device that will return to its original shape when stretched,elastic device,1
hand tool for guiding handsaws in making crosscuts or miter joints,saw,1
the case officer designated to perform an act during a clandestine operation (especially in a hostile area),a series in the National Archives and Records Administration's holdings,1
"an adjective that classifies its noun (e.g., `a nervous disease' or `a musical instrument')",adjective that defines a relation and not a qualification,1
obstructed by ice,"first move in a surprise attack organized by George Washington against the Hessian forces in Trenton, New Jersey",1
fern of tropical Asia having round buttonlike bulbils,species of plant,1
a woman who is a mediator,species of insect,0
tongue worms,Wikimedia category,0
a baba soaked in rum,cake saturated in rum,1
cloth covered with powdered emery,painting by Jeffrey Spalding,0
European perennial toxic vetch,Wikimedia category,0
bedclothes that provide a cover for a mattress,clinical trial,1
European perennial toxic vetch,Wikimedia category,0
grass native to West Indies but common in southern United States having tufted wiry stems often infested with a dark fungus,venue where the sport of tennis is played. It is a firm rectangular surface with a low net stretched across the center. The same surface can be used to play both doubles and singles matches,0
clematis of California,Wikimedia category,0
upright rhizomatous perennial with bright blue flowers; southern Europe,Wikimedia category,0
a geological phenomenon below the surface of the earth,"that originate from within an organism, tissue, or cell",1
a genus of Cuculidae,species of bird,0
a one-sided agreement whereby you promise to do (or refrain from doing) something in return for a performance (not a promise),agreement having a lawful object entered into voluntarily by multiple parties,1
common western European partridge with red legs,article,0
upright rhizomatous perennial with bright blue flowers; southern Europe,species of plant,1
squash plant bearing small acorn-shaped fruits having yellow flesh and dark green or yellow rind with longitudinal ridges,painting by Henry Lee McFee,0
a lever pivoted at the center; used especially to push a valve down in an internal-combustion engine,oscillating lever in engine,1
large Chinese deer surviving only in domesticated herds,Wikimedia category,0
large blue Pacific remora that attaches to whales and dolphins,species of fish,1
wine and lavender to purple and black flowers in several clusters on the upper half of leafy stems; Montana south through the Rocky Mountains to Arizona and New Mexico,species of plant,1
relating to the blood disorder of agranulocytosis,Agranulocytosis that is autoimmune in origin,1
a steam-powered automobile,company,0
a private lecture to a husband by his wife,1866 edition of work by Douglas Jerrold,1
a rhythmic group of six lines of verse,"name given to the second division of an Italian sonnet (as opposed to an English or Spenserian Sonnet), which must consist of an octave, of eight lines, succeeded by a sestet, of six lines; six lines of poetry forming a stanza or complete poem",1
any of various much-branched yellow-flowered shrubs of the genus Chrysothamnus; western North America,species of plant,0
bright green deciduous shade tree of southern Europe,species of plant,1
Paleozoic simple dichotomously branched plants of Europe and eastern Canada including the oldest known vascular land plants,family of plants,0
type genus of the Caprimulgidae,genus of birds,1
a written certificate that gives the holder the right to purchase shares of a stock for a specified price within a specified period of time,security that entitles the holder to buy stock,1
a thick heavy grease used to lubricate axles,lubricant,1
clematis of California,Wikimedia category,0
mat-forming perennial found in cold springs of the eastern United States,species of plant,1
those in a business who are responsible for sales,act of selling a product or service in return for money or other compensation,1
sweetly scented African fern with narrow bipinnate fronds,article,0
dry to sweet amber wine from the Jerez region of southern Spain or similar wines produced elsewhere; usually drunk as an aperitif,badminton player,0
a heavy plow with a single wide blade; used chiefly in cotton fields,island in the United States of America,0
a very narrow necktie usually tied in a bow,English photographer and bondage artist,0
the wage demanded from management for workers by their union representatives,article published by Congressional-Executive Commission on China,1
a genus of tropical American trees of the family Sapotaceae,"1984. | University of Florida, George A. Smathers Libraries View Book",0
perennial herb closely resembling European edelweiss; New Zealand,species of plant,1
has a moving magnet and astatic coils arranged to cancel the effect of the Earth's magnetic field,Nobili astatic galvanometer,0
segregation that is imposed by law,"Latin expression, roughly meaning 'by law'",1
small black sawfly native to Europe but established in eastern United States; larvae mine the leaves of birches causing serious defoliation,species of insect,1
the elapsed time it takes for a signal to travel from Earth to a spacecraft (or other body) and back to the starting point,journal article; published in Aerosol Science and Technology in 2013,1
prolific animal that feeds chiefly on earthworms,Wikimedia category,0
any of various much-branched yellow-flowered shrubs of the genus Chrysothamnus; western North America,species of plant,0
perennial herb found on streams and riversides throughout Europe except extreme north and Mediterranean; sometimes placed in genus Nasturtium,Wikimedia category,0
of a word or phrase meaningful only when it occurs in the company of other words,"words with little/ambiguous lexical meaning that express grammatical relationships or specify the speaker’s attitude/mood of the speaker; e.g. articles, pronouns, adpositions, conjunctions, auxiliary verbs, interjections, particles",1
sweetly scented African fern with narrow bipinnate fronds,article,0
a dish of minced meat topped with mashed potatoes,meat pie with a crust or topping of mashed potato,1
of wet alpine and subalpine meadows of Canada and Alaska,species of mammal,1
like a dishonest rogue,vagrant person who wanders from place to place,0
tropical American deciduous shrubs or small trees,species of plant,0
sometimes classified as an order: sea squirts,class of chordates,1
any mold of the genus Mucor,species of fungus,0
make more striking or animated,manga,1
Eurasian mullein with showy purple or pink flowers,species of plant,1
bin (usually in or outside a public building) into which the public can put rubbish,American comedian and actor,1
sourwood,Wikimedia category,0
breeds in Arctic regions of Old and New Worlds; large flocks often seen far out at sea,"scholarly article published in The Auk, January 1889",1
a headache resulting from congestion or infection in the paranasal sinuses,common drug for pain and fever,1
the distance light travels in a vacuum in one hour; approximately one billion kilometers,unit of length,1
any fern of the genus Cystopteris characterized by a hooded indusium or bladderlike membrane covering the sori,species of plant,1
sweetly scented African fern with narrow bipinnate fronds,article,0
a scale of absolute temperature in Fahrenheit degrees; the freezing point of water is 491.69 degrees and the boiling point of water is 671.69 degrees,absolute temperature scale using Fahrenheit degrees,1
"make wet and dirty, as from rain",Traditional folk song,0
very large deep-water snake mackerel,journal article; published in African Zoology in 2017,0
king of Persia who led a vast army against Greece and won the battle of Thermopylae but was eventually defeated (519-465 BC),Wikimedia category,0
widely distributed in warm clear shallow streams,album by Hog Molly,0
similar to the twinflower of northern Europe and Asia,painting by Mary Vaux Walcott,1
perennial of eastern North America having pink-purple flowers,Wikimedia category,0
small tree of West Africa,variety of plants,0
give bad advice to,2005 film,1
a series of rapid tapping sounds,2015 short film directed by Christoph Rainer,1
plant in checkrows,"unincorporated community in Illinois, United States",1
of North America,species of plant,1
not encumbered with a physical burden or load,1983 film by Marcel Schüpbach,0
a karakul lamb,fur of the karakul lamb,1
any mold of the genus Mucor,species of fungus,0
treat inconsiderately or harshly,1916 film by Hal Roach,1
an academic cap with a flat square with a tassel on top,Academic headdress consisting of a horizontal square board fixed upon a skull-cap,1
a swelling rush of anything,when difference in water height between high tide and low tide is the largest (Sun and Moon on one line),1
South American tree having fruit similar to the true guava,species of plant,1
hardened clay,"fine-grained sedimentary rock, mostly of indurated clay",1
"a unit of information equal to 1024 mebibits or 2^30 (1,073,741,824) bits",unit of information,1
of or relating to or characteristic of marble,Through the Looking-Glass character,1
an unroofed deck,painting by Adolph Gottlieb,0
shrub of northwestern North America bearing red berries,painting by Mary Vaux Walcott,0
the theological doctrine that Christ had only one will even though he had two natures (human and divine); condemned as heretical in the Third Council of Constantinople,Doctrine in Christian theology,1
not encumbered with a physical burden or load,1983 film by Marcel Schüpbach,0
one who arouses hatred for others,"intense dislike or fear of Islam, hostility or prejudice towards Muslims",1
a substance producing irritation,"Toxicology: Principles and Practice. Reeves AL, Sperling F, eds., New York: Wiley, 1981 Jan; 1:48-92",0
a mark on a coin that identifies the mint where it was produced,"letter, symbol or an inscription on a coin indicating the mint where the coin was produced",1
cannot be bought or sold,"document guaranteeing the payment of a specific amount of money, either on demand, or at a set time",1
vomiting blood,article,0
reflex epilepsy induced by a flickering light,"epilepsy characterized by seizures triggered by visual stimuli that form patterns in space or time, such as flashing lights",1
receive and be expected to follow directions or commands,film directed by Tex Avery,1
type genus of the Caprimulgidae,species of bird,0
dry to sweet amber wine from the Jerez region of southern Spain or similar wines produced elsewhere; usually drunk as an aperitif,badminton player,0
a domestic long-wool sheep,breed of sheep originating in England,0
having a strong taste,article,1
a room in a police station where members of the force assemble for roll call and duty assignments,episode of Law & Order: Special Victims Unit,1
a wheel that has a tire and rim and hubcap; used to propel the car,Composite wheels of North American railway carriages,0
the right to be free,article guaranteeing liberty and security of person in the European Convention of Human Rights,1
low tufted plant having hairy stems each topped by a flower head with short narrow yellow rays; northwestern United States,species of plant,1
a genus of tropical American trees of the family Sapotaceae,"1984. | University of Florida, George A. Smathers Libraries View Book",0
a unit of length (100 ft),unit of length,1
a thick wooden slab formed by bonding together thick laminated strips of unpainted hardwood,kitchen utensil,1
a Chadic language spoken in Chad,Wikimedia category,0
do backstitches,"stitch taken in the direction opposite to the direction of sewing, producing a strong line",1
autosomal recessive disease in which the degeneration of spinal nerve cells and brain nerve cells leads to atrophy of skeletal muscles and flaccid paralysis; death usually occurs in early childhood,Human disease,1
seedless green table grape of California,article,0
softly hairy South African herb having flowers with bright blue rays,species of plant,1
a former executive department of the United States government; created in 1903 and split into two departments in 1913,"[Washington?]Printed for distribution at the Ter-centennial Exposition, near Norfolk, Va., by the U.S. Bureau of Fisheries,1907. | Smithsonian Libraries View Book",0
the quality of being disingenuous and lacking candor,2014 film by Vincent Tilanus,0
Mediterranean oat held to be progenitor of modern cultivated oat,subspecies of plant,0
of or relating to or produced by pyrography,art or decoration made from burn marks,1
the position of council member,Formal body of advisers to the sovereign in the United Kingdom,1
American butterfly having dark brown wings with white and golden orange spots,Wikimedia category,0
a can with a long nozzle to apply oil to machinery,can that holds oil for lubricating machines or filling oil lanterns,1
a group of languages of the Hokan family,Wikimedia template,0
an angle pointing outward; an interior angle of a polygon that is less than 180 degrees,<180° angle,1
American butterfly having dark brown wings with white and golden orange spots,Wikimedia category,0
tropical Atlantic fish,Wikimedia category,0
in a diffident manner,species of mollusc,1
a small comb suitable for carrying in a pocket,"toothed device used for styling, cleaning and managing hair and scalp",1
someone who writes their own biography,Dutch painter and autobiographer,0
the areas that is visible through a microscope,article,1
genus of smut fungus,species of fungus,0
the largest of the four Swiss breeds,dog breed,1
far western United States counterpart of the red squirrel,species of mammal,1
king of Persia who led a vast army against Greece and won the battle of Thermopylae but was eventually defeated (519-465 BC),Wikimedia category,0
a cylindrical drawstring bag used by sailors to hold their clothing and other gear,Wikimedia list article,1
a member of the Akwa'ala community in Baja California,language,1
action consisting of a system of levers that move a felt hammer to strike the strings when a key is depressed,piano mechanism,1
air passage consisting of a ventilation shaft through which air leaves a mine,shaft which transport exhaust air,1
a selective-serotonin reuptake inhibitor commonly prescribed as an antidepressant (trade name Paxil),clinical trial,0
a long narrow flowing cirrus cloud,"waterfall in the Moffat Hills, Scotland, UK",0
genus of annual or perennial plants of tropical America having solitary heads of brightly colored flowers,annual flowering plant of the genus Zinnia,1
large Asiatic tree having hard marbled zebrawood,species of plant,1
a portable drill with a plate that is pressed against the chest to force the drill point into the work,tool for boring holes,1
a dwarfed evergreen conifer or shrub shaped to have flat-topped asymmetrical branches and grown in a container,species of plant,1
sharp-tailed grouse,species of medium-sized prairie grouse,1
a soft lightweight muslin used especially for babies,"soft, lightweight, plain-woven cotton fabric",1
the Tibeto-Burman language spoken in northern Burma and Yunnan,Wikimedia template,0
stout hairy annual of eastern North America with sweet yellow fruits,Wikimedia category,0
in some classifications another name for the family Lamnidae,family of fishes,1
a rocket having two or more rocket engines (each with its own fuel) that are fired in succession and jettisoned when the fuel is exhausted,United States' first multistage rocket Intercontinental ballistic missile,0
a messenger who carries military dispatches (usually on a motorcycle),Scout and dispatch rider,0
red tinged with cinnamon,species of mammal,1
common in quiet waters of eastern United States,"Toronto :Royal Ontario Museum,1973. | Royal Ontario Museum (archive.org) View Book",0
tending to cause sneezing,"reflexive, convulsive expulsion of air from the lungs through the nose and mouth",1
a former executive department of the United States government; created in 1903 and split into two departments in 1913,"[Washington?]Printed for distribution at the Ter-centennial Exposition, near Norfolk, Va., by the U.S. Bureau of Fisheries,1907. | Smithsonian Libraries View Book",0
any sail set forward of the foremast of a vessel,Foremost mast of a sailing vessel,1
tropical American evergreen trees or shrubs,species of plant,0
herbs and subshrubs: African daisy,genus of plants,1
a chowder made with clams and tomatoes and other vegetables and seasonings,chowders containing clams and broth,1
spiraling upward from left to right,one that proceeds in the same direction as a clock's hands,1
an unweaned piglet,piglet fed on its mother's milk,1
a coin worth eight pennies,British pre-decimal coin worth 1/240th of a pound sterling,1
retire and pension (someone) because of age or physical inability,retirement pension,1
common in quiet waters of eastern United States,"Toronto :Royal Ontario Museum,1973. | Royal Ontario Museum (archive.org) View Book",0
tropical Atlantic fish,Wikimedia category,0
a tool used for cutting or slicing,"item EAX.2026 in the Ashmolean Museum, Oxford, UK",1
herbs and subshrubs: African daisy,species of plant,0
a peptic ulcer of the duodenum,scientific journal article,0
shrub of northwestern North America bearing red berries,painting by Mary Vaux Walcott,0
European viola with an unusually long corolla spur,Wikimedia category,0
a stanza form having seven lines of iambic pentameter; introduced by Chaucer,"rhyming stanza form; seven lines, usually in iambic pentameter, with rhyme scheme  a-b-a-b-b-c-c",1
widespread weed with pale purple-blue flowers,orthographical variant,0
Old World flying squirrels,family of mammals,1
having a slightly undulating margin,painting by Michel Martin Drolling,1
orchid with reddish linear leaves and panicle of purple-marked pale-yellow flowers with deep red or purple lip; southwestern Australia,species of plant,1
a genus of tropical American trees of the family Sapotaceae,"1984. | University of Florida, George A. Smathers Libraries View Book",0
relating to or produced by ergot,Croatian long jumper,1
English breed of small terrier with a straight wiry grizzled coat and dropped ears,dog breed,1
an Arab headdress consisting of a square piece of cloth folded into a triangle and fastened over the crown by an agal,"man's square headcloth, usually of cotton, often folded into a triangle and traditionally secured on the head with an agal",1
pantropical genus of somewhat poisonous shrubs and small trees,"[Chicago]1947. | University Library, University of Illinois Urbana Champaign View Book",1
someone who writes their own biography,Dutch painter and autobiographer,0
biennial plant; valuable honey plant,"Washington,1921. | Library of Congress",0
a room in a barracks where soldiers are billeted,episode of Law & Order: Special Victims Unit,1
petroleum bought or sold at an agreed price for delivery at a specified future date,point in time when the maximum rate of petroleum extraction is reached,1
Eurasian mullein with showy purple or pink flowers,set of permissions to use something,0
very large yellowish-brown American silkworm moth with large eyespots on hind wings; larvae feed on fruit and shade trees,species of insect,1
short pants that end at the knee,knee-length walking shorts for men or women,1
spruce grouse,species of medium-sized grouse,1
a genus of Strigidae,species of bird,0
a topsail set on the mainmast,"hill in Newfoundland and Labrador, Canada",1
a girl with an attractive bust who wears tight sweaters,1942 film by William Clemens,0
adherent of Mithraism,mystery religion in the Roman Empire,1
a yellow color of low lightness with a brownish tinge,brownish yellow volcanic ash derived soil of Japan,1
psychology: repeat a response after the cessation of the original stimulus,"persistent repetition of previously used phrases, words or details (psychopathological symptom)",1
a small bed for babies; enclosed by sides to prevent the baby from falling,".a baby's bed or cot, typically one mounted on rockers",1
type genus of Hydnaceae,species of fungus,0
a substance producing irritation,Human disease,1
an old Scottish coin of little value,Scottish coin,1
a writer of folktales,"consists of legends, music, oral history, proverbs, jokes, popular beliefs, fairy tales, etc.",0
any mold of the genus Mucor,species of fungus,0
a fracture without separation of the fragments and the line of the break being very thin,fatigue-induced fracture of the bone caused by repeated stress over time,1
upright rhizomatous perennial with bright blue flowers; southern Europe,Wikimedia category,0
a plant of the genus Tephrosia having pinnate leaves and white or purplish flowers and flat hairy pods,species of plant,1
a poisonous fungus with a dry cap and a cortina that does not leave much of a ring on the robust stalk,species of fungus,1
an abscess of a common kind in the tissue around a tooth,tooth disease characterized by a localized collection of pus associated with a tooth,1
primarily a cave dweller in the Mount Shasta area,species of amphibian,1
having the back covered with spines,species of fish,1
European yellow-flowered foxglove,Wikimedia category,0
thorny Eurasian shrub with dry woody winged fruit,Wikimedia category,0
gin and quinine water,highball cocktail made with gin and tonic water,1
a plastic bag used to line a trash or garbage bin,disposable bag used to contain trash,1
a substance producing irritation,"Toxicology: Principles and Practice. Reeves AL, Sperling F, eds., New York: Wiley, 1981 Jan; 1:48-92",0
a Chemakuan language spoken by the Chemakum,language,1
cover with drops of dew or as with dew,"köy in Şemdinli, Turkey",1
large Chinese deer surviving only in domesticated herds,Wikimedia category,0
a Chadic language spoken in Chad,Wikimedia category,0
largest living frog; up to a foot and weighing up to 10 lbs; Africa,species of amphibian,1
hemp obtained from the sansevieria,species of plant,1
"speech that differs from the usual accepted, easily recognizable speech of native adult members of a speech community",language variety which is not standardized and lacks prestige,1
Eurasian mullein with showy purple or pink flowers,set of permissions to use something,0
a newsletter written by an analyst of the stock market and sold to subscribers,"Des Moines, Iowa :Iowa Seed Co.,[1918] | U.S. Department of Agriculture, National Agricultural Library",1
tripletail found in the Pacific,species of fish,1
perennial of eastern North America having pink-purple flowers,Wikimedia category,0
a chemical or biological material that inhibits bacterial growth,"biological or chemical agent that stops bacteria from reproducing, while not necessarily killing them otherwise",1
common in quiet waters of eastern United States,"Toronto :Royal Ontario Museum,1973. | Royal Ontario Museum (archive.org) View Book",0
wild dog of northern South America,article,0
an unroofed deck,painting by Adolph Gottlieb,0
an antidiuretic and vasoconstrictor used to treat diabetes insipidus,chemical compound,1
sandgrouse of India,species of bird,1
a white salt present in urine and used to test for metal oxides,chemical compound,1
asphodel with leafy stem and fragrant yellow flowers,Wikimedia category,0
genus of tall reedlike tropical American orchids; includes species with pods used locally as a substitute for vanilla,species of plant,0
wash by machine,"(Wash.,1920) | Library of Congress",0
"a metal pipe filled with explosive, used to detonate land mines or to clear a path through barbed wire","explosive charge placed within one or more connected tubes, used for bomb clearance at a distance",1
the basic unit of money in Bermuda,currency,1
marmosets,family of mammals,1
American butterfly having dark brown wings with white and golden orange spots,Wikimedia category,0
allemande sauce with capers,"species of plant, caper",1
crab of the English coasts,species of crustacean,1
of or related to the amaranth plant,album by Amaranthe,1
having the capacity to absorb the energy of an impact,"mechanical or hydraulic device designed to absorb, smooth out or damp any sudden shock impulse and dissipate kinetic energy (typically heat); usually consists of a combination of a spring and a dashpot; most shock absorbers are a form of dashpot",1
stiff shrubby blackberry of the eastern United States (Connecticut to Florida),species of plant,1
stopping two strings and producing two notes at the same time,playing two strings at once on a string instrument,1
genus of often thorny tropical trees and shrubs and some vines; mainly America,species of plant,0
of humble birth or origins,album by Anberlin,1
a light soft mineral consisting of hydrated sodium borate in crystalline form; an important source of boron,inoborate mineral,1
American perennial herb found in rich woods and provided with stinging hairs; provides fibers used for textiles,species of plant,1
seedless green table grape of California,article,0
machine stitch in which the top thread interlocks with the bobbin thread,stitch made by sewing machines using a bobbin,1
fine lace with a raised or applique design,moth of the family Geometridae,0
a short-handled mallet with a wooden head used to strike a chisel or wedge,tool,1
a penicillin that is similar in antibiotic action to penicillin G but is obtained differently,chemical compound,1
a genus of Mustelidae,species of mammal,1
(of persons) pleasant in appearance and personality,horse,1
the stitch that ties a group of parallel threads together in fagoting,"open, looped embroidery stitch worked alternately to the right and left of a central rib",1
very large deep-water snake mackerel,journal article; published in African Zoology in 2017,0
a line of latitude north of the south pole,antarctic circle,1
of or resembling Falstaff,Shakespeare character,1
one of many houses of similar design constructed together on a tract of land,photograph in the National Gallery of Art (NGA 196226),0
stout hairy annual of eastern North America with sweet yellow fruits,Wikimedia category,0
in an appealing but bold manner,"character from Shakespeare's ""Midsummer Night's Dream"" play",0
tripletail found from Cape Cod to northern South America,Wikimedia category,0
the 50th wedding anniversary,anniversary of the date on which a wedding took place,1
gear with the thread of a worm,journal article; published in Advanced Robotics in 2014,0
of Florida wetlands,1889 | American Museum of Natural History Library View Book (External),0
grass native to West Indies but common in southern United States having tufted wiry stems often infested with a dark fungus,venue where the sport of tennis is played. It is a firm rectangular surface with a low net stretched across the center. The same surface can be used to play both doubles and singles matches,0
"plays stressing the irrational or illogical aspects of life, usually to show that modern life is pointless",theatrical genre,1
ovoid orange-yellow mealy sweet fruit of Florida and West Indies,species of plant,1
small venomous but harmless snake marked with black-and-white on red,genus of snakes,1
of or concerned with the science of anthropology,journal,1
a man employed to operate an elevator,person specifically employed to operate an elevator,1
a short rainstorm accompanied by thunder and lightning,painting by H. Lyman Saÿen,0
small brown moth whose larvae bore into flowers and bolls of cotton,"Cairo,Government Press,1917. | University of California Libraries (archive.org) View Book",0
go against,species of insect,1
a married woman serving as the attendant to the bride at a wedding,member of the bride's party in a wedding,1
an unventilated area where no air circulates,exhaled air you rebreathe when you inhale,1
a scholar of or an authority on the Vedas,Ancient scriptures of Hinduism,1
a short close-fitting coat,formal coatee worn with Scottish highland dress for black tie occasions,0
any of several small palms of the genus Rhapis; cultivated as houseplants,species of plant,1
very large cooking apple,"Brailsford, Mary Ann (bap. 1791, d. 1852), originator of the Bramley's Seedling apple",0
Chinese evergreen climbing rose with yellow or white single flowers,species of plant,1
made dim or indistinct,painting by Jane Sutherland,1
any mold of the genus Mucor,species of fungus,0
the healthy psychological state of someone with good judgment,"soundness, rationality and healthiness of the mind",1
Asiatic shrub cultivated for its rosy red flowers,Wikimedia category,0
perennial rhizomatous herbs of Asia and Australia and Polynesia having ginger-scented rhizomes,species of plant,0
a bacterium causing ratbite fever,species of bacterium,1
of black tinged with purple,single,0
heavy and dull and stupid,operatic character in the opera La vera costanza by Joseph Haydn; a wealthy but doltish gentleman,1
alter (elements) by alchemy,philosophical and protoscientific tradition,1
genus of deciduous and evergreen east Asian trees and shrubs widely cultivated as ornamentals for their white flowers and red fruits; in some classifications includes genus Heteromeles,species of plant,0
remove from the crate,article,1
asphodel with leafy stem and fragrant yellow flowers,Wikimedia category,0
monetary unit in Sri Lanka,generally accepted medium of exchange for goods or services,1
using simple and direct language,ballet,1
usually evergreen Eurasian shrubs,genus of plants,1
European trailing bramble with red berrylike fruits,Wikimedia category,0
tanagers,genus of birds,0
body bright scarlet with 2 yellow to reddish strips on side,species of fish,1
relating to or characterized by double refraction,"A lysosome-related organelle contained within the intestinal cells of the nematode C. elegans. Gut granules are acidified, birefringent, autofluorescent, and contain the vacuolar H+-ATPase. They also serve as sites of cellular zinc storage.",0
not required or requested,episode of Two and a Half Men (S7 E14),1
a large fungus with viscid cap that dries and turns brown with age; gills are off-white,species of fungus,1
