text1,text2,is_same
any of various plants of the genus Streptocarpus having leaves in a basal rosette and flowers like primroses,genus of plants,1
a nebula that was once thought to be a star with its planets but is now thought to be a very hot star surrounded by an expanding envelope of ionized gases that emit a fluorescent glow because of intense radiation from the star,type of emission nebula,1
any of numerous tropical or subtropical American plants of the genus Verbena grown for their showy spikes of variously colored flowers,species of plant,0
silver-haired shrub of central and southern United States and Mexico; a troublesome weed on rangelands,species of plant,1
capital of Armenia,German-American businessman,0
a form of government having two joint rulers,Australian government department responsible for implementing the defence policy,0
a pattern of small boxes that is used for self-monitoring by patients who have age-related macular degeneration,A grid of horizontal and vertical lines used to monitor a person's central visual field.,1
a landlocked mountainous republic in southeast central Asia to the north of Afghanistan; formerly an Asian soviet,language spoken in Tajikistan,0
a fungus with a sticky lavender cap and stalk that whitish above and covered with a silky lavender sheath,species of fungus,1
a kiln for drying hops,"Woodnesborough, Dover, Kent, CT13",0
an opener for removing caps or corks from bottles,American inventor,0
a landlocked mountainous republic in southeast central Asia to the north of Afghanistan; formerly an Asian soviet,union republic of the Soviet Union,0
van used by police to transport prisoners,family name,0
(computer science) a unit for measuring the speed of a computer system,measure of computer performance,1
the combination salad prepared as a particular chef's specialty,"U.S. salad consisting of hard-boiled eggs, one or more varieties of meat (e.g. ham, turkey, chicken, roast beef), tomatoes; cucumbers, and cheese, placed upon a bed of tossed lettuce or other leaf vegetables; a variety of dressings may be used",1
unsuitable for drinking,article,1
a musician who plays the lute,British lawyer and lutenist,0
small brown moth whose larvae bore into flowers and bolls of cotton,"Cairo,Government Press,1916. | University of California Libraries (archive.org) View Book",1
hakes,species of fish,1
someone who makes or repairs guns,French inventor,0
an incorrect or unsuitable name,word or term that suggests a meaning that is known to be wrong,1
type genus of the Danaidae: monarch butterflies,genus of insects,1
a method of accounting in which each item is entered as it is earned or incurred regardless of when actual payments are received or made,Congressional Research Service report,0
small asexual reproductive structure in e.g. liverworts and mosses that detaches from the parent and develops into a new individual,Italian actress,0
"tall California pine with long needles in bunches of 3, a dense crown, and dark brown deeply fissured bark",painting by Markus Heikkerö,0
a stoppered receptacle (usually made of rubber) that is to be filled with hot water and used for warming a bed or parts of the body,container filled with hot water used for heating,1
shredded cabbage fermented in brine,1914 film by James Young,0
a decorative bedspread (usually quilted),"bed cover made of a single piece of woven fabric, usually colored wool and natural cotton",1
a republic in West Africa on the Gulf of Guinea; gained independence from Britain in 1960; most populous African country,federal republic in West Africa,1
a person with advertising boards hanging from the shoulders,television series,1
a genus of echinoderms of the family Antedonidae,genus of crinoids,1
genus of tropical herbs or subshrubs having flowers in close heads; tropical America and Australia,genus of plants,1
abnormally low blood sugar usually resulting from excessive insulin or a poor diet,when blood sugar decreases to below normal levels,1
Old World boas: pythons; in some classifications considered a separate family from Boidae,family of nonvenomous snakes,1
a scented oil added to your bath water,heated bath used in a laboratory,1
the dignity or rank or position of a viscount or viscountess,rank or position of a viscount or viscountess,1
bed linen consisting of a decorative cover for a pillow,drawing in the National Gallery of Art (NGA 27089),0
bushy houseplant having white to pale pink flowers followed by racemes of scarlet berries; tropical Americas,species of plant,1
"a white salt (KClO3) used in matches, fireworks, and explosives; also used as a disinfectant and bleaching agent",chemical compound,1
a monocotyledonous genus of graceful palm trees in tropical America,muse of music in Greek mythology,0
any of various carnivorous insects of the order Mecoptera,order of insects,1
the central part of a city,"city in Nebraska, United States",0
spiny shrubs or small trees sometimes placed in genus Parkinsonia: paloverde,species of arachnid,0
any of various orchids of the genus Paphiopedilum having slender flower stalks bearing 1 to several waxy flowers with pouchlike lips,genus of plants,1
the region lying on or over the stomach (just below the sternum),upper central region of the abdomen,1
genus of deciduous and evergreen east Asian trees and shrubs widely cultivated as ornamentals for their white flowers and red fruits; in some classifications includes genus Heteromeles,species of plant,0
a former republic in central Europe; divided into Czech Republic and Slovakia in 1993,former men's national ice hockey team representing Czechoslovakia,0
a reptile genus of Pterodactylidae,performing arts production,0
an omnivorous nocturnal mammal native to North America and Central America,album by Racoon,0
a variety of sandpiper,species of bird,1
a musical form consisting of a theme repeated a fifth above or a fourth below its first statement,musical form,1
a semivowel produced with the tongue near the palate (like the initial sound in the English word `yeast'),consonant articulated with the body of the tongue against the hard palate,1
any bone that develops within membranous tissue without previous cartilage formation; e.g. the clavicle and bones of the skull,The process in which bone which forms deep in the organism are generated and organized.,1
a type of natural rubber obtained from tropical South American trees,"London,Longmans, Green & co.; [etc., etc.]1913. | University of California Libraries (archive.org) View Book",0
a group of street musicians in Mexico,form of folk music from Mexico,1
a ship equipped like a lighthouse and anchored where a permanent lighthouse would be impracticable,ship that acts as a lighthouse in waters that are too deep or otherwise unsuitable for lighthouse construction,1
the state of being weak in health or body (especially from old age),video game,0
a hall where many people can congregate,"conference space, mainly in schools and universities",1
a bell rung to announce a death,ringing of a church bell immediately after a death,1
poisonous (but rarely fatal) woodland fungus having a scarlet cap with white warts and white gills,species of fungus,1
heavy-bodied largely ground-feeding domestic or game birds,"Edinburgh :W.H. Lizars,[1845?]. | University of California Libraries (archive.org) View Book",0
the surrender of an accused or convicted person by one state or country to another (usually under the provisions of a statute or treaty),"Act of the Parliament of Australia, no longer in force, registered as C2004A03598",0
the highest governmental assembly in ancient Athens (later a judicial court),article,0
a pond formed by damming a stream to provide a head of water to turn a mill wheel,album by And Also the Trees,0
a store selling a limited variety of food and pharmaceutical items; open long hours for the convenience of customers,convenience store chain owner,0
an inclination to criticize opposing opinions or shocking behavior,strict adherence to traditional beliefs,1
a genus of Trochilidae,species of bird,0
any tree of the genus Liquidambar,tree species,0
a fungus with a long coarsely shaggy reticulate stalk and a rimose areolate cap surface,species of fungus,1
cause a solvation in (a substance),negatively-charged ion formed by self-ionization of a solvent,1
large sweet easily-peeled Florida fruit with deep orange rind,"Tampa, Fla. :Buckeye Nurseries,[1920] | U.S. Department of Agriculture, National Agricultural Library",0
genus of western American low tufted herbs: Easter daisy,genus of plants,1
queen of the Olympian gods in ancient Greek mythology; sister and wife of Zeus remembered for her jealously of the many mortal women Zeus fell in love with; identified with Roman Juno,fictional planet from the Serenityverse,0
the state of being weak in health or body (especially from old age),"capital of Frailes Municipality, Spain",0
the combination of two or more commercial companies,combination of two or more political or administrative entities,1
plant bearing small rounded usually pungent fruits,Cultivar of  Capsicum annuum,1
a trial held for show; the guilt of the accused person has been decided in advance,public trial in which the guilt of the defendant is predetermined,1
of or relating to a system to destroy satellites in orbit,political party,0
a unit of academic credit; one hour a week for an academic semester,unit of value earned for completion of an academic course,1
a low bed to be slid under a higher bed,American philosopher,0
a small sponge cake with a synthetic cream filling,snack cake,1
a large nutlike seed of a South American tree,genus of plants,1
(ecology) of a lake or other body of water rich in nutrients and subject to eutrophication,article,1
in the manner of Leonardo da Vinci,Italian Renaissance polymath,1
the Bantu language of the Buganda people; spoken in Uganda,major language of Uganda,1
monetary unit in Sri Lanka,generally accepted medium of exchange for goods or services,1
line of descent traced through the maternal side of the family,article,0
a person who shoes horses,"mountain pass in Denbighshire, Wales",0
the capital of French Polynesia on the northwestern coast of Tahiti,"healthcare organization in Papeete, French Polynesia",0
genus of woolly aromatic herbs or subshrubs or shrubs of Mediterranean region,species of plant,0
place in glycerol,article,1
genus of tropical plants with creeping rootstocks and small umbellate flowers,genus of plants,1
write on the top or outside,war between Great Britain and China in the 19th century,1
given to lying,"act of propagating beliefs of things that are not true, or not the whole truth",1
true vampire bats,subfamily of mammals,1
come down with a cold,A supposed truth which is actually spurious or a superstition,1
infrequently exposed to,"roads where either unused/no longer used, or closed due to some reasons",1
(Greek mythology) a famous mythical Greek hero; his return to Ithaca after the siege of Troy was described in the Odyssey,legendary Greek king of Ithaca,1
(Greek mythology) one of the 50 Nereids; mother of Achilles by Peleus,Nereid of Greek mythology,1
type genus of the Marattiaceae: ferns having the sporangia fused together in two rows,genus of plants,1
medium-sized rhododendron of Pacific coast of North America having large rosy brown-spotted flowers,species of plant,1
dust resulting from writing with a piece of chalk,1991 song performed by Phish,1
van used by police to transport prisoners,mine in Australia,0
a Muslim woman,adherent of Islam,1
beta blocker that can reduce the progression of heart failure in individuals whose disease is not advanced,chemical compound,1
a combat support agency in the Department of Defense responsible for developing and operating and supporting information systems to serve the needs of the President and the Secretary of Defense and the Joint Chiefs of Staff,United States federal executive department,0
someone who makes or repairs watches,artisan who makes and repairs watches,1
a youth subculture that appeared first in England in the late 1960s as a working-class reaction to the hippies; hair was cropped close to the scalp; wore work-shirts and short jeans (supported by suspenders) and heavy red boots; involved in attacks against Asians and football hooliganism,organization,0
genus of Eurasian spiny shrubs: gorse,subspecies of plant,0
used in some classification systems; often included in the order Polemoniales,Wikimedia category,0
formerly a suborder of Stegocephalia; amphibia having vertebrae whose component elements are fused into a single piece,article,0
tall tree of Queensland and New South Wales and Victoria,species of plant,1
a constellation to the east of Orion; contains Procyon,watercourse in Canada,0
type genus of the Artamidae,genus of birds,1
(Greek mythology) Greek god of war; son of Zeus and Hera; identified with Roman Mars,Greek god of war,1
a mercury-vapor lamp used in medical or cosmetic treatments,article,1
made dim or indistinct,painting by Jane Sutherland,1
"exempt by means of an official pass or letter, as from customs or other checks",German actor and filmmaker,0
a bowl-shaped depression formed by the impact of a meteorite or bomb,city in Yemen,0
a method of painting in which the pigments are mixed with water and a binder; used for painting posters or murals or stage scenery,Infectious disease,0
the northernmost county of England; has many Roman remains (including Hadrian's Wall),county in New Brunswick,0
a landlocked mountainous republic in southeast central Asia to the north of Afghanistan; formerly an Asian soviet,doctoral thesis by Tolib Mirzoev,0
"an annual race for three-year-old horses; held at Pimlico in Baltimore, Maryland","horse race in Baltimore, Maryland, USA",1
perform (an acting passage) brilliantly and rapidly,album by Morcheeba,1
a genus of Mysidae,Wikimedia category,0
the larvae of moths that build and live in communal silken webs in orchard and shade trees,species of insect,1
a congenital disorder caused by having an extra 21st chromosome; results in a flat face and short stature and mental retardation,oldest university in Mongolia,0
not yet put into use,unused and demolished launch pad at Cape Canaveral Air Force Station Space Launch Complex 37,0
rapid handwriting in which letters are set down in full and are cursively connected within words without lifting the writing implement from the paper,calligraphy at the Cleveland Museum of Art (CMA-1961.421.2),0
a kitchen appliance for baking waffles; the appliance usually consists of two indented metal pans hinged together so that they create a pattern on the waffle,drawing in the National Gallery of Art (NGA 28063),0
Old World boas: pythons; in some classifications considered a separate family from Boidae,Wikimedia template,0
sand roughly,species of amphibian,1
a period in British history during the reign of Elizabeth I in the 16th century; an age marked by literary achievement and domestic prosperity,epoch in English history marked by the reign of Queen Elizabeth I,1
growing wholly or partially in water,plant that has adapted to living in an aquatic environment,1
a soft thin cloth woven from raw silk (or an imitation),soft thin plain-woven raw silk fabric,1
wire-haired terrier resembling Airedales but smaller; developed in Wales for hunting,dog breed,1
type genus of the Struthionidae: African ostriches,species of bird (fossil),0
a small northern constellation near Perseus between Andromeda and Aries,geographic region,0
orchid of central and northern South America having 1- to 3-blossomed racemes of large showy rose-colored flowers; sometimes placed in genus Pogonia,Wikimedia category,0
annual or perennial vines of Africa and India and Australia; plants often placed in genus Dolichos,variety of plant,0
a drawing made with a stick of black carbon material,form of dry art medium used by artists for their versatile properties such as the rough texture that leaves marks less permanent than other art media; made of finely ground organic materials that are held together by a gum or wax binder,1
a violent rainstorm near the time of an equinox,painting by John Steuart Curry,1
a faint zodiacal constellation in the southern hemisphere; between Sagittarius and Aquarius,album by Kris Davis,0
the quality of being disingenuous and lacking candor,2014 film by Vincent Tilanus,0
massage combined with a system of active and passive exercises for the muscles and joints,"mechanical manipulation of skin, connective tissue and muscles through stretching, train and pressure stimulus",1
Russian composer of operas and orchestral works (1839-1881),operatic character in the opera Boris Godunov by Modest Petrovich Mussorgsky; a vagabond,0
relating to or containing diazonium,article,1
to an unbearable degree,2019 single by Vampire Weekend,1
ornamentation with beads,drawing in the National Gallery of Art (NGA 15458),0
"the state or degree of being ultimate; the final or most extreme in degree or size or time or distance,",American animated series,0
come to or be at an end,article,1
inflammation of the vermiform appendix,inflammation of the appendix,1
moth larva that eats foliage of beets and other vegetables,species of insect,1
thought that makes something comprehensible,article,1
puff paste shell filled with a savory meat mixture usually with a sauce,puff pastry,1
producing or produced by living things,article,1
lacking intelligence,fiction genre,0
juniper of swampy coastal regions of southeastern United States; similar to eastern red cedar,species of plant,1
an additional protective coating (as of paint or varnish),Russian unfinished animated feature film directed by Yuriy Norshteyn,0
somewhat young,2017 album,1
first wife of Henry VIII; Henry VIII's divorce from her was the initial step of the Reformation in England (1485-1536),female given name,0
a suspension bridge across the East River in New York City,bridge in New York City,1
formerly the largest Soviet Socialist Republic in the USSR occupying eastern Europe and northern Asia,conflict,0
a word printed at the top of the page of a dictionary or other reference book to indicate the first or last item on that page,phrase or expression recognized by its repeated utterance,0
meet to select a candidate or promote a policy,meeting of supporters or members of a specific political party or movement,1
a nuclear reactor that produces more fissile material than it burns,type of fast neutron reactor that produces more fissile material than it consumes,1
whitish nervous tissue of the CNS consisting of neurons and their myelin sheaths,part of the brain,1
shrub with dark-green glossy foliage and solitary pale yellow flowers; northern China,Wikimedia category,0
in a narrow-minded manner,strict adherence to traditional beliefs,1
type genus of the Rhizophoraceae; a small genus of tropical trees and shrubs,genus of plants,1
a privately owned warship commissioned to prey on the commercial shipping or warships of an enemy nation,album,0
leafy wildflower having fragrant slender white or pale pink trumpet-shaped flowers; southwestern United States and northern Mexico,"Puerto Rico's fourth highest peak at 1,205 meters (3,953 ft)",0
pyelonephritis resulting from the spread of a bladder infection,Human disease,1
any of various fragrant aromatic herbs of the genus Origanum used as seasonings,subspecies of plant,0
horseshoe crab of the coast of eastern Asia,article,1
a quilt made by sewing patches of different materials together,technique of making creative works by sewing together pieces of cloth or leather in various colors and patterns,1
a quantity upon which a mathematical operation is performed,"object of a mathematical operation, quantity on which an operation is performed",1
a coupon that allows the holder to purchase two items (as two tickets to a play) for the price of one,cabling device used in theatrical stage lighting,1
an electric current produced between two electrodes as a result of electrons emitted by thermionic emission,thermally induced flow of charge carriers from a surface,1
a genus of herbs or vines of the family Acanthaceae,genus of plants,1
a football official,game administrator in American football,1
code name for the secret United States project set up in 1942 to develop atomic bombs for use in World War II,album by The Manhattan Project,0
coextensive with the genus Tarsius: tarsiers,species of mammal,0
custard sprinkled with sugar and broiled,dessert,1
the largest city in Texas; located in southeastern Texas near the Gulf of Mexico; site of the National Aeronautics and Space Administration,"National Football League franchise in Houston, Texas, co-owned by Andrew Luck and T.Y Hilton.",0
hemp obtained from the sansevieria,species of plant,1
in the manner of Victor Hugo,"French poet, novelist, and dramatist",1
an English breed having a plumed tail and a soft silky coat that is chiefly white,dog breed,1
the trait of refusing to repent,short story by Jack London,0
long-winged nonpasserine birds,article,1
any of the German princes who were entitled to vote in the election of new emperor of the Holy Roman Empire,German nobleman and elector,0
fastener consisting of a resinous composition that is plastic when warm; used for sealing documents and parcels and letters,sinecure office of state in the UK,0
cut recently,article,1
an island in the eastern Mediterranean,island country in the Eastern Mediterranean,1
a musician who plays the lute,"English composer, singer, lutenist and painter",0
any of several trees of the genus Cinchona,species of plant,0
a grocer who sells fresh fruits and vegetables,"Chipping Norton, West Oxfordshire, Oxfordshire, OX7",0
yellow-green fern of rocky areas of northern hemisphere,species of plant,1
East Indian evergreen tree bearing very acid fruit,Wikimedia category,0
obstinate in your opinions,journalism that makes no claim of objectivity,1
a genus of Suidae,Wikimedia category,0
dry red wine made from a grape grown widely in Bordeaux and California,French bicycle racer,0
leaves of any of various plants of Lactuca sativa,"species of annual plant of the daisy family, most often grown as a leaf vegetable",1
traverse as if by a short airplane trip,hip hop music style,0
a poor ability to understand or to profit from experience,1995 video game,0
small bushy yew of northern Florida having spreading branches and very narrow leaves,Wikimedia category,0
obesity caused by overeating,medical condition in which excess body fat harms health,1
a constellation in the northern hemisphere near Cygnus and Sagitta,species of plant,0
inadequate secretion of parathyroid hormone resulting in abnormally low levels of calcium in the blood,endocrine disease,1
a short thick jacket; often worn by workmen,"sturdy men's work jacket of the United Kingdom, with leather or PVC patches on the front and back shoulder",1
come together or open into each other,article,0
small bird; adults talking to children sometimes use these words to refer to small birds,nursery rhyme,1
something that causes great unhappiness,album by Drudkh,0
the tenth month of the Islamic calendar,25th day of Shawwal in the Islamic calendar,0
of a color tinged with purple,A period of twilight,1
a small constellation in the northern hemisphere between Bootes and Hercules,galaxy cluster in the constellation Corona Borealis,0
type genus of the Istiophoridae,Wikimedia category,0
a bacterial wilt of tobacco plants,"Washington, D.C. :U.S. Dept. of Agriculture,1945. | U.S. Department of Agriculture, National Agricultural Library View Book",0
a mark used to indicate the word above it should be repeated,album by Beth Ditto,0
a crystalline penicillin similar in action to penicillin G but more resistant to the action of gastric acids,microbial protein found in Lactobacillus plantarum WCFS1,0
a present given in celebration of a person's birthday,2000 film,0
cut away the underpart of,Undercut support during casting,1
a gown worn by the bride at a wedding,1910 film by Laurence Trimble,0
a genus of Indriidae,species of mammal,0
a felt hat that is round and hard with a narrow brim,"former school in Derby, England",0
capital of Armenia,football club in Armenia,0
early-flowering perennial of southern and southeastern Europe with flower heads resembling those of goldenrod,1971 television musical,0
an extremist militant group in Pakistan occupied Kashmir that seeks an Islamic government and that has had close links and fought with the Taliban in Afghanistan,Japanese family name (藤井),0
a festival held at the time sheep are normally sheared,painting by Giovanni Segantini,0
type genus of the Megapodiidae,genus of birds,1
inflammation of one of the paranasal sinuses,inflammation of the mucous membrane that lines the sinuses resulting in symptoms,1
diminutive Australian orchid with loose racemes of fragrant white flowers with purple and orange markings on the lip,species of plant,1
(Hinduism) a sacred epic Sanskrit poem of India dealing in many episodes with the struggle between two rival families,book by R. K. Narayan,0
type genus of the Phyllidae,genus of insects,1
(ancient Greece) a passionate hymn (usually in honor of Dionysus),literary genre,1
something that is oriented vertically,band that plays alternative rock,0
a plain or twilled fabric of wool and cotton used especially for warm shirts or skirts and pajamas,coarse woven fabric with a linen warp and a wool weft,1
a benign tumor of connective tissue containing jellylike material,myxoid tumor of primitive connective tissue,1
fruit of an East Indian tree similar to the rambutan but sweeter,"village in Sijunjung Regency, West Sumatra Province, Indonesia",0
evergreen hawthorn of southeastern Europe,species of plant,1
an infectious disease of animals and humans (especially newborn or immunosuppressed persons) caused by the bacterium Listeria monocytogenes; in sheep and cattle the infection frequently involves the central nervous system and causes various neurological symptoms,scientific journal article,0
sour-tasting liquid produced usually by oxidation of the alcohol in wine or cider and used as a condiment or food preservative,Variety of vinegar,0
wearing a turban,"headdress consisting of a tight-fitting cap around which is wound a long cloth, or visual similar headgear",1
a constellation in the southern hemisphere near Columba and Eridanus,species of insect,0
type genus of the Euphorbiaceae: very large genus of diverse plants all having milky juice,genus of plants,1
annual with deep yellow flowers smaller than the common garden nasturtium,species of plant,1
a military unit or region under the control of a single officer,type of computer interface based on entering text commands and viewing text output,0
ultraviolet lamp that emits a strong bluish light (rich in ultraviolet radiation) as electric current passes through mercury vapor,electric lighting source,1
a restraint that slows airplanes as they land on the flight deck of an aircraft carrier,aircraft device which allows arrested landings on aircraft carriers,1
a bit of tissue or blood or urine that is taken for diagnostic purposes,nomenclatural act of designating a specimen as a substitute for a missing holotype,0
a genus of fungus of the family Moniliaceae; causes ringworm and favus,"cutaneous mycosis that results in fungal infection located in skin or of its appendages, has material basis in Ascomycota fungi other than the dermatophytes",0
a storm with freezing rain that leaves everything glazed with ice,compilation album,0
in an amateurish manner,someone who researches their local area's history,1
type and sole genus of Carchariidae: sand sharks,genus of fishes,1
a craftsman who makes ropes,"City of Plymouth, Devon, PL1",0
an order of dicotyledonous plants of the subclass Asteridae; have opposite leaves and an inferior compound ovary,municipality of Spain,0
Russian dancer who danced with Nijinsky (1885-1978),Russian ballet dancer,1
Italian writer of novels and short stories (born in Cuba) (1923-1987),Italian journalist and writer of short stories and novels,1
a genus of Soleidae,genus of fishes,1
of or relating to chaetae (setae or bristles),article,1
one of two official languages of Norway; based on rural dialects,one of two official written standards for the Norwegian language,1
the hills on which the ancient city of Rome was built,Wikimedia category,0
telling fortunes by lines on the palm of the hand,foretelling the future through the study of the palm,1
the capital and largest city of Wales,"British cinematographer, director and photographer",0
tortilla with meat filling baked in tomato sauce seasoned with chili,episode of Simon & Simon (S5 E4),0
a landlocked mountainous republic in southeast central Asia to the north of Afghanistan; formerly an Asian soviet,association football league,0
any of numerous fruits of the genus Citrus having thick rind and juicy pulp; grown in warm regions,"species of plant, pomelo",0
ice cream flavored with fresh strawberries,food,1
of or pertaining to the nature of a tort,civil wrong,1
a former political party in the United States; formed in 1936 in New York when labor and liberals bolted the Democratic Party,Wikimedia category,0
inflammation of the uterine cervix,Human disease,0
at or near or toward the center of a ship,Wikimedia list article,0
an Iranian language spoken in Afghanistan and Pakistan; the official language of Afghanistan,currency of Afghanistan,0
an edible fungus with a dark reddish brown cap and a wide light tan stalk that expands toward the base,species of fungus,1
a federation in northeastern Europe and northern Asia; formerly Soviet Russia; since 1991 an independent state,state award of the Russian Federation,0
a relation involving time,article,1
the complex of attributes that make a person socially attractive,horse,1
a cooling system that uses a fluid to transfer heat from one place to another,substance used to reduce or regulate the temperature of a system,1
a kiln for drying hops,building designed for kilning (drying) hops as part of the brewing process,1
a crime so serious that capital punishment is considered appropriate,legal process whereby a person is put to death by the state as a punishment for a crime,1
a faint spot of light in the night sky that appears directly opposite the position of the sun; a reflection of sunlight by micrometeoric material in space,faint brightening of the night sky in the region of the antisolar point,1
orchid of central and northern South America having 1- to 3-blossomed racemes of large showy rose-colored flowers; sometimes placed in genus Pogonia,species of plant,1
the power to move something by thinking about it without the application of physical force,psychic ability allowing a person to influence a physical system without physical interaction,1
pale grey Eurasian pigeon having black-striped wings from which most domestic species are descended,species of bird,1
the formation of a close personal relationship between women,close personal relationship between women,1
an artisan who beats gold into gold leaf,"class of astringent, bitter plant polyphenolic chemical compounds",0
a low bed to be slid under a higher bed,drawing in the National Gallery of Art (NGA 16185),0
having feet that turn inward,condition which causes the toes to point inward when walking,1
the basic unit of money in Ghana,indicates uncertainty on taxonomic position,0
skin condition characterized by tender red nodules on the shins and legs,human disease,0
"a desert of northern Arabia occupying western Iraq, southern Syria, eastern Jordan, and northern Saudi Arabia",desert,1
an authority or official empowered to abolish or annul or repeal,scientific journal article,0
a Dravidian language spoken by the Telugu in southeastern India,abugida from the Brahmic family of scripts,0
found on sea beaches from Virginia to South America having greenish-yellow flowers and orange or yellow berries,species of plant,1
perennial succulent herb with small solitary axillary or terminal flowers,species of plant,1
an especially dangerous and generally fatal form of the plague in which infecting organisms invade the bloodstream; does not spread from person to person,contagious and frequently fatal human disease,1
a cast taken from the face of a dead person,article,0
any informal meal eaten outside or on an excursion,album by Roy Ayers,0
an orange and tan spider with darkly banded legs that spins an orb web daily,species of arachnid,1
cart with a tank for water (especially with fresh water for sale),Australian blacksmith,0
a loud whisper that can be overheard; on the stage it is heard by the audience but it supposed to be inaudible to the rest of the cast,album by Charlotte Gainsbourg,1
local anemia in a given body part sometimes resulting from vasoconstriction or thrombosis or embolism,"restriction in blood supply to tissues, causing a shortage of oxygen and glucose",1
a mountain range in the Balkan peninsula in southeastern Europe; extends along the border between Greece and Bulgaria,mountain range in Southeastern Europe,1
a partiality that prevents objective consideration of an issue or situation,album,0
a sheet of vascular tissue separating the vascular bundles,article,0
small genus of North American herbs having grasslike basal leaves: squaw grass; sometimes placed in family Melanthiaceae,genus of plants,1
a small two-needled upland pine of the eastern United States (Appalachians) having dark brown flaking bark and thorn-tipped cone scales,Wikimedia category,0
a woman ambassador,"Journalist, Ambassadress",1
a militant offshoot of al-Fatah that is the newest and strongest and best equipped faction active in the West Bank; responsible for many deadly attacks in Israel in 2002,Wikimedia list article,0
the last Aztec emperor in Mexico who was overthrown and killed by Hernando Cortes (1466-1520),9th tlatoani of Tenochtitlan and ruler of the Aztec Triple Alliance,1
large (up to more than three feet) edible salamander of Asia,species of amphibian,1
a store that sells alcoholic beverages for consumption elsewhere,shop that sells prepackaged alcoholic beverages,1
flesh of large trout of northern lakes,species of fish,1
the central bank of Germany,"German economist, political adviser, president of the German Bundesbank",0
a tray or stand for writing implements and containers for ink,stand or tray used to house writing instruments,1
monetary unit in Russia,Russian monetary unit (1897-1914),1
greyish baboon of southern and eastern Africa,species of baboon from the Old World monkey family,1
a republic in northwestern Africa on the coast of the Atlantic; formerly a French colony but achieved independence in 1960,republic in Western Africa,1
genus of edible fungi: morel,species of fungus,0
the principle that equal volumes of all gases (given the same temperature and pressure) contain equal numbers of molecules,physical law about gas volume,1
a constellation in the southern hemisphere near Columba and Eridanus,constellation in the southern celestial hemisphere,1
having rough edges that can be used for sawing,"saw-like appearance, or a row of sharp or tooth-like projections, often on a blade",1
an extremist militant group in Pakistan occupied Kashmir that seeks an Islamic government and that has had close links and fought with the Taliban in Afghanistan,genus of birds (fossil),0
the combination of two or more commercial companies,South Korean public corporation that operates the majority of the Seoul Metropolitan Subway; founded in 2017 as a merger of  Seoul Metro Corporation and Seoul Metropolitan Rapid Transit Corporation,0
"marked by close acquaintance, association, or familiarity; ;  - V.L. Parrington",article,1
hemorrhagic fever with neurological signs; caused by the Junin virus,article,0
put to bed,piece of furniture used as a place to sleep or relax,1
a low bed to be slid under a higher bed,family name,0
a primitive stone mill for grinding corn by hand,"Clun, Shropshire, SY7",0
equipment used in bowling,Wikimedia category,0
moving an object without apparent use of physical means,psychic ability allowing a person to influence a physical system without physical interaction,1
Dutch architect and town planner (1856-1934),building in Amsterdam,0
a suggestion that is made to a person who is hypnotized that specifies an action he will perform (usually in response to a cue) after he has awakened,article,1
small grebe with yellow ear tufts and a black neck; found in Eurasia and southern Africa as well as western United States,"scholarly article published in The Auk, January 1999",0
rectangular block of clay baked by the sun or in a kiln; used as a building or paving material,"street in East London, England",0
a rotating shaft that transmits power from the engine to the point of application,mechanical component for transmitting torque and rotation,1
a family of Blattodea,genus of insects,1
a zodiacal constellation in the southern hemisphere; between Capricornus and Pisces,genus of insects,0
widely cultivated South African perennial having flower heads with orange to flame-colored rays,"Ventura, California :Chas. A. Cole,[1926?] | U.S. Department of Agriculture, National Agricultural Library",0
a person who shoes horses,"city in Fulton, Izard, and Sharp counties in Arkansas, United States",0
the first stage of a multistage rocket,typically the first stage of a launch vehicle,1
state capital of New York; located in eastern New York State on the west bank of the Hudson river,"county seat of Albany County, New York, USA and New York federated state capital city",1
large dark-colored scaleless marine eel found in temperate and tropical coastal waters; some used for food,American abstract painter,0
a cheap hard material made from wood chips that are pressed together and bound with synthetic resin,article,0
a genus of fungi belonging to the family Polyporaceae,subspecies of reptile,0
a hypothetical organic phenomenon by which living organisms are created from nonliving matter,journal article; published in Annals of Science in 1968,0
(Greek mythology) the goddess of health; daughter of Aesculapius and sister of Panacea,journal,0
deity of the ancient Phrygians of west central Asia Minor,Wikimedia category,1
bushy houseplant having white to pale pink flowers followed by racemes of scarlet berries; tropical Americas,painting by Charles Sheeler,0
rule for calculating an expected delivery date; subtract three months from the first day of the last menstrual period and add seven days to that date,way of calculating the due date for a pregnancy,1
kit containing a metal dish and eating utensils; used by soldiers and campers,metal set for food transportation and consumption,1
a genus of Picidae,"scholarly article published in The Auk, July 1888",0
(law) the calendar of a court; the list of cases to be tried or a summary of the court's activities,identifier for a court case on a docket,0
the capital and chief port of Paraguay,badminton player,0
to shoot two strokes over par,golf score,1
fruit bar containing chopped dates,article,1
semi-prostrate evergreen herb of western United States,Wikimedia list article,0
someone who makes or repairs locks,"American locksmith, businessman, and inventor",0
comprises plants often included in the genus Chrysanthemum,species of plant,0
tall fast-moving dog breed,individual fictional animal character,0
large willow tree with stiff branches that are easily broken,Wikimedia category,0
employee of a transportation company who controls the departures of vehicles according to weather conditions and in the interest of efficient service,free software,0
thick in the chest,in body modification,1
a tropical floating aquatic plant having spikes of large blue flowers; troublesome in clogging waterways especially in southern United States,species of plant,1
