text1,text2,is_same
an abnormal inward (forward) curvature of the vertebral column,"valley in Blount County, United States of America",0
flathead catfishes,species of fish,1
of or relating to the upper jaw,article,0
a region subject to dust storms; especially the central region of United States subject to dust storms in the 1930s,Joe Bonamassa song,0
any of a large class of plant pigments having a chemical structure based on or similar to flavone,"The chemical reactions and pathways involving flavonoids, a group of water-soluble phenolic derivatives containing a flavan skeleton including flavones, flavonols and flavanoids, and anthocyanins.",0
family of fleshy fungi having the germ pores easily separating from the cup and often from each other,family of fungi,1
relating to a nerve fiber or impulse passing toward motor effectors,Any process pertaining to the functions of the nervous and muscular systems of an organism.,1
solid and liquid nourishment taken into the body through the mouth,hazardous chemical exposure,0
an independent and exclusive commission of nonpartisan statesmen and experts formed to investigate some important governmental issue,"group of exceptional people appointed to investigate, study or analyze a given question",1
the fine spores that contain male gametes and that are borne by an anther in a flowering plant,fine to coarse powder containing the microgametophytes of seed plants,1
genus of tropical herbs or subshrubs having sensitive leaves and suddenly dehiscing pods; some species placed in genus Cassia,genus of plants,1
periwinkle plant derivative used as an antineoplastic drug (trade name Oncovin); used to treat cancer of the lymphatic system,article,0
a city in central Lithuania,university,0
leverage in the form of an inducement or a concession useful in successful negotiations,type of negotiation in which the buyer and seller of a good or service debate the price and exact nature of a transaction,1
slippery scaleless food fish of the northern Atlantic coastal waters,bight in Australia,0
a genus of Chelonethida,species of insect,0
beech ferns: genus is variously classified: considered alternative name for genus Dryopteris or included in genus Thelypteris,species of Equisetopsida,0
an ancient Greek city on the western shore of Asia Minor in what is now Turkey; site of the Temple of Artemis; was a major trading center and played an important role in early Christianity,"goddess of the hunt, the moon and birthing, equated with the Greek goddess Artemis",0
the interpretation in harmonious bodily movements of the rhythm of musical compositions; used to teach musical understanding,"(1896-1988) kindergarten teacher, eurhythmics pioneer and broadcaster",0
data about data,XML-based bibliographic description schema,0
any of numerous small food fishes; especially those caught with hook and line and not available on the market,edible game fish that usually doesn't outgrow the size of a frying pan,1
a garden where hops are grown,painting by Alan Reynolds,0
an Asian river; flows through a large delta in southern Vietnam into the South China Sea,article,0
a powerful short-haired African hunting dog having a crest of reversed hair along the spine,dog breed,1
spicy fruit of the cubeb vine; when dried and crushed is used medicinally or in perfumery and sometimes smoked in cigarettes,chemical compound,0
a slot (usually in a door) through which mail can be delivered,"one-way IPC mechanism on Microsoft Windows, available both locally and remotely, that sends short message broadcasts to all listening computers across a given network domain",1
a freight car that is equipped with refrigeration system,Wikimedia template,0
someone who collects taxes for the government,original song written and composed by George Harrison,0
a cap with a flat circular top and a visor,country comprising ten islands off the Western coast of Africa,0
a quasi nongovernmental organization; an organization that is financed by the government yet acts independently of the government,British research centre,0
genus of African timber trees,genus of plants,1
a list of heterogenous items that someone wants,Wikimedia list article,0
a prearranged fight with deadly weapons by two people (accompanied by seconds) in order to settle a quarrel over a point of honor,1985 single by German pop group Propaganda,0
a republic on the Pacific coast of Central America,city and municipality in El Salvador,0
someone who grows and deals in flowers,"production, commerce and trade in flowers",0
a political system governed by the wealthy people,"Oct 1st, 1973 - Jun 14th, 1998, Gender: Male, Real name: Daniel Teague Hogan, Country of origin: United States , Associated acts: Noothgrush, Plutocracy",0
(Islam) a Muslim place of worship that usually has a minaret,Holy shrine in Iraq,0
a cyma in which the upper section is concave and the lower section is convex,class of decorative elements in the ornamentation,1
very large powerful smooth-coated breed of dog,Danish airlines,0
a borough of New York City,borough of New York City,1
a form of anemia due to lack of iron in the diet or to iron loss as a result of chronic bleeding,anemia caused by a lack of iron,1
a drug (trade name Capoten) that blocks the formation of angiotensin in the kidneys resulting in vasodilation; used in the treatment of hypertension and congestive heart failure,chemical compound: ACE inhibitor,1
a musician who plays the trombone,English trombone player and singer,0
woody vine of southeastern United States resembling the common moonseed but having red fruits,species of plant,1
tall evergreen rain forest tree with wide-spreading crown having yellow-white flowers; grown as an ornamental in parks and large gardens,species of plant,1
a phrase or pronunciation that is peculiar to a particular locality,extended play by JFA,0
the second month of the Islamic calendar,3rd day of Safar in the Islamic calendar,0
son of Henry V who as an infant succeeded his father and was King of England from 1422 to 1461; he was taken prisoner in 1460 and Edward IV was proclaimed king; he was rescued and regained the throne in 1470 but was recaptured and murdered in the Tower of London (1421-1471),"Duke of Glogów, Ścinawa, and Żagań",0
an agricultural region of western France on the Bay of Biscay,"government organization in Rennes, France",0
a Roman order that combines the Corinthian acanthus leaves with the spiral scrolls of the Ionic order,architectural order,1
an independent agency of the United States government responsible for aviation and spaceflight,team,0
a specialist in the Latin language,German latinist,0
a fur coat made of sable furs,hair that covers its body,1
pliers with a joint adjustable to two positions in order to increase the opening of the jaws,pliers whose pivot point or fulcrum can be moved to increase the size range of their jaws,1
deciduous shrub having racemes of deep red flowers and black-spotted red seeds,species of plant,1
a musician who plays the saxophone,"Czech fluteist, composer, jazz musician, multiinstrumentalist, educator and saxophonist",0
decoration worn about the neck (fur piece or tight necklace) as an ornament,painting by Julian Ashton,0
the law enforcement agency of the Justice Department that operates a nationwide system of prisons and detention facilities to incarcerate inmates sentenced to imprisonment for federal crimes,English progressive rock band,0
a manager who supervises the sales activity for a district,a series in the National Archives and Records Administration's holdings,0
small grey seed of a poppy flower; used whole or ground in baked items,painting by Adolf Fényes,0
similar to and often marketed as `red snapper',species of fish,1
a brindle-coated American hound used in hunting bears and wild boars,dog breed,1
a W-shaped constellation in the northern hemisphere near Polaris,dwarf spheroidal galaxy,0
the formation of a close personal relationship between men,journal article,0
electronic equipment consisting of a combination of a radio receiver and a record player,US consumer electronics distributor,1
a small arch built across the interior angle of two walls (usually to support a spire),fictional universe involving Mickey Mouse and related characters,1
of or pertaining to equipment or methods used to sustain life,article,0
(Old Testament) third son of Adam and Eve; given by God in place of the murdered Abel,male given name,1
a man's coat having knee-length skirts front and back; worn in the 19th century,painting by Marcello Bacciarelli,0
an earthball fungus that is a dingy brownish yellow and a dark purplish interior; the peridium is covered with a pattern of small warts,species of fungus,1
ratio of the hypotenuse to the opposite side of a right-angled triangle,ratio of the hypotenuse of a triangle to the opposite side of an angle,1
leafy wildflower having fragrant slender white or pale pink trumpet-shaped flowers; southwestern United States and northern Mexico,association football player,0
having four sides,novel by William F. Temple,0
small clustering cactus of southwestern United States; a threatened species,species of plant,1
prostrate woody South American herb with white tubular flowers often tinged with blue or rose,species of plant,1
a word (such as a pronoun) used to avoid repetition; the referent of an anaphor is determined by its antecedent,type of expression whose reference depends upon another referential element,1
a member of a seafaring group of North American Indians who lived on the Pacific coast of British Columbia and southwestern Alaska,"person, CBDB = 140339",0
the compass point midway between south and southwest,"bay in Aleutians West Census Area, United States of America",0
a river in Thailand formed by the confluence of the Nan and Ping Rivers; flows southward past Bangkok and empties into the Gulf of Thailand,King of Siam,0
a true bug: usually bright-colored; pest of cultivated crops and some fruit trees,family of insects,1
an English breed slightly larger than the American foxhounds originally used to hunt in packs,"Boston :F.L. Wyles,1909- | Webster Family Library of Veterinary Medicine (archive.org) View Book",0
evergreen tree of New Zealand resembling the kawaka,article,0
a genus of Malayan crocodiles,species of reptile,0
a sleeve extending from shoulder to wrist,long-sleeved blouse of Indonesia,0
given to or produced by or used in the art of conjuring up the dead,magic involving communication with the deceased,1
a bell rung to announce a death,2010 Korean horror film,0
the basic unit of money in Malawi,Zambian National Assembly constituency,0
the process of converting to a sol; bringing to a colloidal solution,article,0
the fruiting body of a basidiomycete which bears its spores on special cells,"sporocarp of a basidiomycete, the multicellular structure on which the spore-producing hymenium is borne",1
small family of usually scandent ferns,article,0
admiration for women,"fondness, love, or admiration towards women",1
genus of North American and east Asian perennial herbs; sometimes included in genus Prenanthes,species of plant,0
a device for cutting cans open,"lake in Ontario, Canada",0
at a tremendous rate,album by Mike Mictlan,1
general term for enzymes that catalyze the hydrolysis of nucleic acid by cleaving chains of nucleotides into smaller units,InterPro Family,0
a global treaty banning the production or acquisition or stockpiling or transfer or use of chemical weapons,article,0
a Crusade from 1189 to 1192 led by Richard I and the king of France that failed because an army torn by dissensions and fighting on foreign soil could not succeed against forces united by religious zeal,painting by Garo Anteasian,0
genus of pathogenic yeastlike fungi,article,0
dye after knotting the fabric to produce an irregular pattern,tie-dyeing technique of India,0
an entry in the court record to the effect that the plaintiff or prosecutor will not proceed,legal term,1
referring to or relating to or having the style of architecture created by Andrea Palladio,"18th century Palladian country home in Celbridge, Co.Kildare",0
a powerful short-haired African hunting dog having a crest of reversed hair along the spine,article,0
genus of African deciduous or evergreen bulbous herbs: blood lilies,genus of plants,1
a highly lethal nerve agent used in chemical warfare; a toxic liquid that penetrates the skin or lungs to disrupt the nervous system and stop respiration; in combat VX gas is deployed by detonating a container over the target area and can persist in the environment up to several weeks after release,chemical compound,1
a wide street in London stretching from Trafalgar Square to the Houses of Parliament; site of many government offices,"town in Jefferson County, Montana",0
crumbs of crackers used especially for coating or thickening,"seafood dish from Louisville, Kentucky, U.S. consisting of three oysters dipped in an egg-milk cornmeal batter (pastinga), rolled in cracker crumbs, and deep-fried",1
creeping or climbing evergreen having spiny zigzag stems with shiny leaves and racemes of pale-green flowers; Canary Islands to southern Europe and Ethiopia and India,botanical illustration by Ferdinand Bauer,0
thin trapezoidal bone of the skull forming the posterior and inferior parts of the nasal septum,facial bone,1
the branch of ecology that studies ancient ecology,study of ecological interactions across geologic timescales,1
a cloud of solid or liquid particles in a gas,journal article; published in Aerosol Science and Technology in 2012,0
(physics) statistical law obeyed by a system of particles whose wave function is not changed when two particles are interchanged (the Pauli exclusion principle does not apply),"one of two possible ways in which a collection of non-interacting indistinguishable particles may occupy a set of available discrete energy states, at thermodynamic equilibrium",1
closely shaved recently,1994 film by Lodge Kerrigan,1
an elementary swimming stroke imitating a swimming dog,a simple swimming style,1
family of fleshy fungi having the germ pores easily separating from the cup and often from each other,genus of fungi,0
tropical American fishes; males are aggressively defensive of their territory,species of fish,1
a coupler shaped like the letter U with holes through each end so a bolt or pin can pass through the holes to complete the coupling; used to attach a drawbar to a plow or wagon or trailer etc.,"Grade II listed building in Porthcawl. Opposite the Village Green and church and churchyard of St John the Baptist, at the foot of Clevis Hill which rises steeply to the rear.",0
an angle pointing outward; an interior angle of a polygon that is less than 180 degrees,<180° angle,1
an independent agency of the United States government responsible for aviation and spaceflight,NASA research center,0
straight chair having a shaped seat and a back of many spindles,drawing in the National Gallery of Art (NGA 16344),0
a game in which players try to pick each jackstraw (or spillikin) off of a pile without moving any of the others,"Lake in Flathead County, Montana",0
the very vascular fetal membrane composed of the fused chorion and adjacent wall of the allantois,article,0
where slavery was prohibited,journal article; published in African Zoology in 2003,0
vine with feathery leaves and white or pinkish flowers; sometimes placed in genus Fumaria,species of plant,1
a smut fungus causing a smut disease of grains in which the spore masses are covered or held together by the grain membranes,"Washington, D.C. :U.S. Dept. of Agriculture,1925. | U.S. Department of Agriculture, National Agricultural Library View Book",0
a military style raincoat; belted with deep pockets,"school shooting at Columbine High School in Columbine, Colorado, United States on 20 April 1999",0
any of a class of drugs that block the flow of the electrolyte calcium (either in nerve cell conduction or smooth muscle contraction of the heart); has been used in the treatment of angina or arrhythmia or hypertension or migraine,"nondihydropyridine (non-DHP) calcium channel blocker used in the treatment of hypertension, angina pectoris, and some types of arrhythmia",0
an area of the cortex including the precentral gyrus and the postcentral gyrus and combining sensory and motor functions,article,1
a doctor's degree in optometry,surgical removal of the gallbladder,0
a pan used for frying foods,sixth full-length album from Christian rock band Skillet,0
a very tall building with many stories,Former College now part of Loyola University.,0
truck whose contents can be emptied without handling; the front end of the platform can be pneumatically raised so that the load is discharged by gravity,researcher ORCID ID = 0000-0002-8719-0323,0
capital and largest city of Jamaica,"country house near Wimborne Minster, Dorset, England",0
straight chair having a shaped seat and a back of many spindles,drawing in the National Gallery of Art (NGA 16363),0
a river in Thailand formed by the confluence of the Nan and Ping Rivers; flows southward past Bangkok and empties into the Gulf of Thailand,Thai noble title,0
Mexican evergreen climbing plant having large solitary funnel-shaped fragrant yellow flowers with purple-brown ridges in the throat,drawing in the National Gallery of Art (NGA 62534),0
the sport of riding a surfboard toward the shore on the crest of a wave,song by Antônio Carlos Jobim,0
an injection into a muscle,infusion method of putting fluid into the body,0
tropical genus of small trees or shrubs,species of plant,0
being at least 100 years old,person who lives to or beyond the age of 100 years,1
a genus of Fasciolidae,parasitic worm infection caused by the common liver fluke Fasciola hepatica as well as by Fasciola gigantica,0
a fine grained mineral having a soft soapy feel and consisting of hydrated magnesium silicate; used in a variety of products including talcum powder,Crude drug,0
the Uralic language spoken by the Nganasan,Wikimedia category,0
a faint constellation twisting around the north celestial pole and lying between Ursa Major and Cepheus,Medieval Legend,0
a fragrant colorless flammable volatile liquid ester made from ethanol and acetic acid; used in flavorings and perfumes and as a solvent for plastics,article,0
the office of the United States head of state,county in the southwestern part of the U.S. state of Pennsylvania,0
move in an unhurried fashion,single,0
a stout staff with a metal point; used by mountain climbers,section of a planet's crust that is demarcated by faults or flexures,1
a city in southern West Virginia,"Louisville, USA",0
a combat support agency in the Department of Defense responsible for developing and operating and supporting information systems to serve the needs of the President and the Secretary of Defense and the Joint Chiefs of Staff,female given name,0
"period between successive conjunctions with a star, 27.322 days",unit of time,1
trunkfish having hornlike spines over the eyes,"Ogden, Utah :U.S. Dept. of Agriculture, Forest Service, Intermountain Research Station,[1991] | U.S. Department of Agriculture, National Agricultural Libr",0
shrubby Chilean herb having bluish-white tubular flowers used as an ornamental,species of plant,1
found in warm shallow waters of western Atlantic,Wikimedia category,0
not having a beak or bill,species of plant,1
a magnoliid dicot genus of the family Calycanthaceae including: allspice,variety of plants,0
a spleenwort of eastern and southern United States,species of plant,1
category used in some classification systems for mosses having the spore case separated from the capsule wall by a hollow intercellular space,family of plants,0
national flag of the United Kingdom,"flag of Europe at large created by the Council of Europe, then adopted as one of the official symbols of the European Communities and later of the European Union",0
a large fishnet supported by floats; it drifts with the current,fishing technique,1
(Islam) a Muslim place of worship,"Grand Masjid in Saudi Arabia, Al-Masjid al-Ḥarām",0
a specialist assigned to the staff of a diplomatic mission,"person who manages publicity for a public figure, a business or a work",0
baking shelled eggs,gathering fabric with multiple rows of stitching,1
squash plant bearing small acorn-shaped fruits having yellow flesh and dark green or yellow rind with longitudinal ridges,type of squash,1
a laminated metamorphic rock similar to granite,common and widely distributed type of rock,1
an animal skin made smooth and flexible by removing the hair and then tanning,researcher,0
(of type or print) having a blank line between lines of type,painting by Richard Mortensen,0
methylated spirit used in the practice of medicine (especially for cleansing the skin before injections or before surgery),television series,1
the independent agency that oversees management of federal government records including presidential libraries and historic collections,female given name,0
a document connected to the World Wide Web and viewable by anyone connected to the internet who has a web browser,Webpage of feminist bloggers,0
a genus of Serranidae,species of Actinopterygii,0
of or relating to or near the part of the back between the ribs and the hipbones,journal article; published in Acta Orthopaedica in 1952,0
especially of muscles; bringing together or drawing toward the midline of the body or toward an adjacent part,"motion that pulls a structure or part toward the midline of the body, or towards the midline of a limb",1
moths and butterflies,"family of noctuoid moths in the Order Lepidoptera, found in Australia",0
a cup (usually without a handle),article,0
shaped like an awl,tool for layout and point marking,1
running at a jog trot as a form of cardiopulmonary exercise,German professor,0
barometer that shows pressure by the height of a column of mercury,scientific instrument used to measure atmospheric pressure,1
any of various geometric designs (usually circular) symbolizing the universe; used chiefly in Hinduism and Buddhism as an aid to meditation,researcher ORCID ID = 0000-0001-9386-9239,0
type genus of the Oriolidae,genus of birds,1
the person who operates the projector in a movie house,"actor, Projectionist, Film historian",0
a species of large fish found in Australian rivers,Wikimedia category,0
a United States program of economic aid for the reconstruction of Europe (1948-1952); named after George Marshall,album by Blue Öyster Cult,0
requiring an abundance of moisture,article,1
North American perennial with bright yellow late summer flowers,photograph in the National Gallery of Art (NGA 174711),0
the director in charge of the artistic features of a theatrical production (costumes and scenery and lighting),1911–1969; art director and film producer,0
a thin explosive device inside an envelope or package and detonated when opened,Explosive device,1
a primitive method of determining a person's guilt or innocence by subjecting the accused person to dangerous or painful tests believed to be under divine control; escape was usually taken as a sign of innocence,song,0
the second month of the Islamic calendar,20th day of Safar in the Islamic calendar,0
inflammation of the tongue,article,0
a common rock-inhabiting fern of northern temperate regions having rusty-brown stipes and lanceolate pinnate fronds,Wikimedia category,0
an ancient region of northeastern Africa (southern Egypt and northern Sudan) on the Nile; much of Nubia is now under Lake Nasser,"Brazilian recording artist, singer",0
small genus of Hawaiian spreading and rosette-forming shrubs,genus of plants,1
the Mon-Khmer language spoken in Cambodia,empire extending over large parts of Southeast Asia,0
a representation of the Virgin Mary mourning over the dead body of Jesus,biblical and artistic theme of the Virgin Mary cradling the dead body of Jesus,1
a monocotyledonous genus of West Indian feather palms,genus of plants,1
steel containing chromium that makes it resistant to corrosion,steel alloy resistant to corrosion,1
a white or greenish aluminum silicate mineral (resembles talc),article,0
a plane figure with the shape of half a circle,"Grade I listed building in London Borough of Hounslow, United Kingdom",0
an anchor used for semipermanent moorings; has a bowl-shaped head that will dig in however it falls,mooring device,1
a simple valve with a hinge on one side; allows fluid to flow in only one direction,"Early white settler to Texas, Robertson's Colony, Son of Sterling C. Robertson",0
a square having a metal ruler set at right angles to another straight piece,woodworking or a metal working tool used for marking and measuring a piece of wood,1
according to the Old Testament he was a pagan king of Israel and husband of Jezebel (9th century BC),"American lawyer, farmer, politician",0
an arch with a gap at the apex; the gap is usually filled with some decoration,"natural arch in Arches National Park in Grand County, Utah, United States",1
optical device used to follow the path of a celestial body and reflect its light into a telescope; has a movable and a fixed mirror,special purpose telescope used to observe the Sun,1
perennial tussock-forming rock plants; of Pyrenees and mountains of northern Spain; similar to and sometimes placed in genus Lychnis,genus of plants,1
a family of worms,family name,1
a screw used either with a nut or with a tapped hole; slotted head can be driven by a screwdriver,"mechanism that converts rotational motion to linear motion, and a torque (rotational force) to a linear force; one of the six classical simple machines",0
impervious to the effects of a magnetic field; resistant to magnetization,watch designed to maintain accuracy in situations where magnetic fluctuations can be expected,1
measurement of the amount of radioactive material (usually carbon 14) that an object contains; can be used to estimate the age of the object,a technique used to date materials such as rocks or carbon,1
medium to large deciduous tree of the eastern United States; its durable wood is used as timber or split and woven into baskets or chair seats,"unincorporated community in Hardy County, West Virginia",0
a transportation system that operates over relatively short distances,American railroad less than $20 million/yr. revenue,0
North American freshwater bass resembling the larger marine striped bass,species of fish,1
the interpretation in harmonious bodily movements of the rhythm of musical compositions; used to teach musical understanding,song recorded by British pop music duo Eurythmics,0
a folding stool,"valley in Crook County, United States of America",0
holding urine in the urinary bladder,article,0
a coastal region at the southeastern corner of the Mediterranean bordering Israel and Egypt,doctoral thesis,0
a federation in northeastern Europe and northern Asia; formerly Soviet Russia; since 1991 an independent state,scientific journal,0
tiger beetles,article,0
an ancient country in central Asia Minor,Roman province,0
a first draft of a prospectus; must be clearly marked to indicate that parts may be changed in the final prospectus,fallacy that is used as a rhetorical technique,0
an enlargement at the base of the style in some Umbelliferae,"moved by muscles paired appendages, which consist of different members",1
Mexican evergreen climbing plant having large solitary funnel-shaped fragrant yellow flowers with purple-brown ridges in the throat,species of plant,1
an edible and choice fungus; has a convex cap that is slightly viscid when fresh and moist but soon dries and a thick bulbous tan stalk,species of fungus,1
a condition of regular or proper arrangement,article,0
lake in northwestern Russia near the border with Finland; second largest lake in Europe,"Zaonezhie peninsula, Lake Onega",0
trousers with legs that flare; worn by sailors; absurdly wide hems were fashionable in the 1960s,river in the United States of America,0
a card expressing an Easter greeting,greeting card for the Easter holiday,1
annual of southern United States and Mexico having bristly leaves and pale yellow flowers,species of plant,1
having cleansing power,article,0
a city in central Lithuania,"Charles (Chaimsonovitz) Prosper Elieson (1849-1919) and connected with the Elieson Lamina Accumulator Co c1849 Born in Schaulen, Kovno, Russia. 1869 M...",0
a deep inlet of the Atlantic Ocean in Rhode Island,"[Providence, R.I.] :Narragansett Bay Project,1988. | MBLWHOI Library View Book",0
(American football) a running play in which a back running in one direction hands the ball to a back running in the opposite direction,Enzyme that synthesizes DNA from an RNA template,0
in the manner of W. H. Auden,Anglo-American poet,1
a channel in which a tidal current runs,"secondary school in Newhaven, East Sussex",0
having narrow flat sickle-shaped submerged fronds; North America,species of plant,1
a genus of evergreen shrub that grows in New Zealand,Wikimedia category,0
an aura of heightened value or interest or meaning surrounding a person or thing,occupation,0
any tree of the genus Sterculia,genus of plants,1
the 400th anniversary (or the celebration of it),"day that commemorates or celebrates a past event that occurred on the same day of the year, time of year or year as the initial event",1
a tract of low muddy land near an estuary; covered at high tide and exposed at low tide,"spring in Lemhi County, United States of America",0
disperse as an aerosol,article,0
large genus of tropical climbing orchids; Old and New Worlds,genus of plants,1
(rugby) knocking the ball forward while trying to catch it (a foul),album by Amii Stewart,0
a license to a private citizen to seize property of another nation,a series in the National Archives and Records Administration's holdings,0
hernia in which a loop of intestine enters the inguinal canal; the most common type of hernia in males,article,0
West Indian shrub or small tree having leathery saponaceous leaves and extremely hard wood,"mountain in Michoacán, Mexico",0
(philosophy) the philosophical doctrine that all criteria of judgment are relative to the individuals and situations involved,journal article; published  in History and Anthropology in Jan 1992,0
a poisonous fungus; saddle-shaped and dull yellow to brown fertile part is relatively even,Wikimedia category,0
"two genera of erect or twining herbs that are pollinated by the wind, including the genera Cannabis and Humulus; term not used in all classifications; in some the genus Cannabis is placed in the family Moraceae and the genus Humulus in the family Urticaceae",family of plants,1
Hawaiian tree of genus Pipturus having a bark (tapa) from which tapa cloth is made,species of plant,1
a nuclear reactor using gas as a coolant,"nuclear reprocessing site in Cumbria, England",0
an ancient Greek city on the western shore of Asia Minor in what is now Turkey; site of the Temple of Artemis; was a major trading center and played an important role in early Christianity,article,0
the maximum lobe in the radiation pattern which is intended to be along the forward axis and which gives the effect of a beam,part of the cerebral cortex,1
California herb with pinkish purple flowers,Wikimedia category,0
flashily stylish,television series,1
type and only genus of the family Phoeniculidae,species of near-passerine tropical bird,0
someone who pursues fugitives or criminals for whom a reward is offered,episode of The Lone Ranger (S4 E37),0
a genus of Miridae,Wikimedia category,0
fruit containing much fleshy tissue besides that of the ripened ovary; as apple or strawberry,Wikimedia category,0
deprive of speech,1995 single by Boom Crash Opera,0
a blanket (or toy) that a child carries around in order to reduce anxiety,item used to provide psychological comfort,1
parasitic on especially the heads of chickens,species of insect,1
a point or set of points common to two or more geometric configurations,article,0
low to prostrate shrub of Canada and northern United States; bronzed purple in winter,species of plant,1
a coin-operated telephone,typically a coin-operated public telephone,1
strips of potato fried in deep fat,German artist,0
the holy city of Shiite Muslims; located in northeastern Iran,family name,0
a republic in northwestern Africa on the Mediterranean coast; achieved independence from France in 1956,country in Northern Africa,1
ice cream flavored with fresh strawberries,food,1
disease of citrus trees caused by the fungus Phytophthora citrophthora,n.p.[1911] | Cornell University Library View Book,0
not encumbered with a physical burden or load,1983 film by Marcel Schüpbach,0
a belief that priests can act as mediators between human beings and God,belief,1
capital and largest city of Jamaica,"coastal town in Plymouth County, Massachusetts, United States",0
a green or blue mineral used as an ore of copper and for making ornamental objects,book of Siberian folk tales compiled by Pavel Bazhov,0
seeds shelled and cooked as lima beans,food,1
someone who collects taxes for the government,Dutch tax collector,0
family of false morels or lorchels; some are edible and some are poisonous,Wikimedia template,0
gradual healing (through rest) after sickness or injury,public service,0
a witness who has knowledge not normally possessed by the average person concerning the topic that he is to testify about,"Spanish expert witness, urban planner and architect (1825-1910)",0
search (someone) for weapons or drugs by having the person remove their clothes,2004 television film directed by Sidney Lumet,0
small genus of North American herbs often included in genus Eriophyllum,species of plant,0
North American elm having rough leaves that are red when opening; yields a hard wood,river in the United States of America,0
a rugged plateau that runs north to south through central Wales,mountain range,1
a smut fungus causing a smut disease of grains in which the spore masses are covered or held together by the grain membranes,species of fungus,1
related to or characteristic of fungi of the class Ascomycetes,division of fungi,1
whiting of the east coast of United States; closely resembles king whiting,Wikimedia category,0
any of the four outermost planets in the solar system; much larger than Earth and gaseous in nature (like Jupiter),fictional gas giant from the Serenityverse,0
anything used as a toy horse (such as a rocking horse or one knee of an adult),album by Queenadreena,1
any of various edible tropical marine gastropods of the genus Strombus having a brightly-colored spiral shell with large outer lip,article,0
the causal agent resulting in death,article,0
alcoholic beverage taken before a meal as an appetizer,alcoholic drink normally served before a meal,1
capable of inducing mutation (used mainly of extracellular factors such as X-rays or chemical pollution),scientific journal article,0
any fish providing sport for the angler,hall of fame,0
the transduction of sound waves into electrical waves (by a microphone),acoustic-to-electric transducer or sensor that converts sound into an electrical signal,1
the first meal of the day (usually in the morning),music album by Lordi,0
a tray or stand for writing implements and containers for ink,ceramic from the Catteau Collection,0
a genus of Strigidae,genus of owls,1
with condescension; in a patronizing manner,The act of a white person condescendingly explaining racism and/or sociopolitical issues related to race to a non-white audience,1
inflammation of the vermiform appendix,article,0
severe; punishingly bad,painting by Richard Hamilton,1
a timber measuring (slightly under) 2 inches by 4 inches in cross section,scientific journal article,0
a drug (trade name Purinethol) that interferes with the metabolism of purine and is used to treat acute lymphocytic leukemia,scientific journal article,0
a game played by two teams of 11 players on a rectangular field 100 yards long; teams try to get possession of the ball and advance it across the opponents goal line in a series of (running or passing) plays,sportsperson who is active in American football,0
not easily perturbed or excited or upset; marked by extreme calm and composure,book by Jean-Claude Dubreuil,1
a Scandinavian language (closely related to Icelandic) that is spoken on the Faroe Islands,insular Nordic language spoken as a native language by the people of Faroe Islands,1
an officer in command of a military unit,chief commanding position within the SS service of a Nazi concentration camp,0
a long narrow lagoon near the mouth of a river,region of Peru,0
a truncated cone or pyramid; the part that is left when a cone or pyramid is cut by a plane parallel to the base and the apical part is removed,shape formed by truncation of the apex of a square pyramid,0
gradual healing (through rest) after sickness or injury,journal,0
a region of the eastern United States comprising New York and New Jersey and Pennsylvania and Delaware and Maryland,publication,0
a verb tense in some languages (classical Greek and Sanskrit) expressing action (especially past action) without indicating its completion or continuation,Wikimedia permanent duplicate item,0
a thick soup made of dried peas (usually made into a puree),"snack bar for bread/cake/cookies, (koek) pea soup (zopie), hot chocolate or other warm drinks during skating activity on ice in the Netherlands during cold winter frosts",0
North American hornet,species of insect,1
the interpretation in harmonious bodily movements of the rhythm of musical compositions; used to teach musical understanding,album by Eurythmics,0
a tuberous twining annual vine bearing clusters of purplish flowers and pods with four jagged wings; Old World tropics,"species of plant, Winged bean",1
free from control or responsibility,Responsibility to inform and justify decisions,1
of or relating to or espousing operationalism,"process of defining the measurement of a phenomenon that is not directly measurable, though its existence is indicated by other phenomena",1
a United States program of economic aid for the reconstruction of Europe (1948-1952); named after George Marshall,"Harris, Seymour Edwin - 1948",0
a doctrine that rejects religion and religious considerations,"Academic journal published by Ubiquity Press , covering the subjects:  Philosophy. Psychology. Religion: Religions. Mythology. Rationalism",0
large evergreen with extremely large erect or spreading leaves; cultivated widely in tropics for its edible rhizome and shoots; used in wet warm regions as a stately ornamental,species of plant,1
creeping or climbing evergreen having spiny zigzag stems with shiny leaves and racemes of pale-green flowers; Canary Islands to southern Europe and Ethiopia and India,species of plant,1
terrorism practiced in your own country against your own people,Congressional Research Service report,0
similar to Gymnadenia conopsea but with smaller flowers on shorter stems and having much shorter spurs,species of plant,1
a suspension bridge across the Verrazano Narrows between Brooklyn and Staten Island,book by Gay Talese,0
folder that holds papers together in a filing cabinet,file folder designed to contain documents,0
gradual healing (through rest) after sickness or injury,album by South San Gabriel,0
small genus of deciduous trees of tropical America and Asia,genus of plants,1
stout herb with flowers one to a stalk; ornamental developed from a Mexican wildflower,Wikimedia category,0
a circular spider web,family of araneomorph spiders,1
small European herb with small yellow flowers,Wikimedia category,0
fern of the Canary Islands and Madeira,species of plant,1
the act of hitting a tennis ball with a tennis racket,Wikimedia category,0
a transportation system that operates over relatively short distances,New York City Subway line,0
lowering the body's normal immune response to invasion by foreign substances; can be deliberate (as in lowering the immune response to prevent rejection of a transplanted organ) or incidental (as a side effect of radiotherapy or chemotherapy for cancer),scientific journal article,0
