text1,text2,is_same
northern Zealand tree having dense hard light-brown wood,species of plant,1
of livestock and domestic poultry; permitted to graze or forage rather than being confined to a feedlot,article,1
a region subject to dust storms; especially the central region of United States subject to dust storms in the 1930s,album by Joe Bonamassa,0
the settlement of a debt by paying less than the amount demanded in exchange for extinguishing the debt,concept in contract law,1
a light used as a lure in hunting or fishing at night,method of hunting nocturnal animals,1
a small portable battery-powered electric lamp,rapper,0
the official announcement of a new law or ordinance whereby the law or ordinance is put into effect,act of formally proclaiming or declaring a new statutory or administrative law after its enactment,1
someone having external genitalia of one sex and internal sex organs of the other sex; not a true hermaphrodite because there is no ambiguity in the sex of the external genitalia and hence no question about gender at birth,old clinical term for an organism that is born with primary sex characteristics of one sex but develops the secondary sex characteristics,1
pigment occurring in animals,pigmented lipid,1
in a perennial manner; repeatedly,watercourse that has water continuously,1
a company that produces operas,company that produces and stages operas,1
a species of large fish found in Australian rivers,species of fish,1
the act of steering a ship,photograph in the National Gallery of Art (NGA 35445),0
a colorless caustic liquid made by treating tin with chlorine,chemical compound,1
"every half year, every six months",article,1
lacking help,scientific journal article,1
(biology) the theory that cells form the fundamental structural and functional units of all living organisms; proposed in 1838 by Matthias Schleiden and by Theodor Schwann,"historic scientific theory, now universally accepted, that living organisms are made up of cells, that they are the basic structural/organizational unit of all organisms, and that all cells come from pre-existing cells",1
suffering from a disorder characterized by alternating mania and depression,article,0
a native or inhabitant of Japan,ethnic group native to Japan,1
Germanic barbarian leader who ended the Western Roman Empire in 476 and became the first barbarian ruler of Italy (434-493),Wikimedia list article,0
the gradual process of acquiring knowledge,journal,1
pertaining to or resembling or lying near the tongue,journal article; published in Acta Oto-Laryngologica in 2009,0
the cortex of the adrenal gland; secretes corticosterone and sex hormones,cortex of the adrenal gland; secretes corticosterone and sex hormones,1
similar to or containing or dissolved in water,article,1
cream that has enough butterfat (30% to 36%) to be whipped,dairy product,1
a fungus family of loose smuts,family of fungi,1
enthusiasm for new technology,article,1
a forceful forward rush or flow,upcoming racing video game,0
combined costs of raw material and labor incurred in producing goods,branch of engineering which deals with the optimization of complex processes or systems,1
capable of being assessed especially for the purpose of taxation,article,0
(of animals or plants) having stiff coarse hairs or bristles,article,0
two words are homophones if they are pronounced the same way but differ in meaning or spelling or both (e.g. bare and bear),slang languages used by different people on the Internet,0
a geographic region serving as the principal source of grain,German-descended Americans,0
rare and endangered monoecious parasitic conifer of New Caledonia; parasitic on Falcatifolium taxoides,species of plant,1
the government building that serves as the residence and office of the President of the United States,"group of journalists or correspondents usually stationed at the White House in Washington, D.C.",0
a contract created by law for reasons of justice without any expression of assent,Belgium,0
having soft hair,natural fibre from the soft hair of sheep or other mammals,1
a coastal region at the southeastern corner of the Mediterranean bordering Israel and Egypt,Palestinian city,0
"the family of languages that includes most of the languages spoken in Africa south of the Sahara; the majority of them are tonal languages but there are important exceptions (e.g., Swahili or Fula)",Wikimedia category,1
extinct order of jawless vertebrates,"group of extinct jawless vertebrates. Caution: there are other taxa with the same name - snails, beetles and crustaceans",0
a true bug: usually bright-colored; pest of cultivated crops and some fruit trees,family of insects,1
an ancient city in south western Phrygia in Asia Minor; site of an early Christian Church,ancient city of Phrygia,1
inside information that something is going to happen,episode of Parks and Recreation (S6 E3),0
a town in southwest Oklahoma,city in Oklahoma,1
having an aquiline nose,human nose with a prominent bridge,1
a system that keeps air cool and dry,article,0
a conglomerate of publishing companies,Dutch publishing conglomerate,1
a guest entertained in your house,episode of Ellen (S1 E8),0
a short-handled device with a globe containing a sponge; used for sprinkling holy water,instrument to distribute holy water in church services or other rites,1
any of many dyes made from aniline,class of chemical compounds used as dyes,1
a workshop that offers jobs to members of the physically or developmentally disabled population,sheltered workshop in Praunheim,1
not capable of being collected,financial asset whose value has fallen significantly and for which there is no longer a functioning market,1
an instrument showing the angle that an aircraft makes with the horizon,instrument used to measure the inclination of a surface relative to local gravity,1
water that has been purified by distillation,article,0
an illicit cartel formed to control the production and distribution of narcotic drugs,global black market,0
a movement advocating greater protection of the interests of consumers,social and economic order that encourages the purchase of goods and services in ever-greater amounts,1
a photoelectric cell that uses a strip of selenium,electrical device that converts the energy of light directly into electricity by the photovoltaic effect,1
of or having characteristics of or affected with catalepsy,"psychomotor symptom of catatonia, abnormal maintenance of postures",1
any bone of the foot between the ankle and the toes,article,0
associated with or divided into zones,chess tournaments organized by FIDE from the 1950s to the 1990s,1
barley ground into small round pellets,species of plant,0
the chief official in charge of a prison,chief administrative official of a prison,1
the sheath of connective tissue that covers a bundle of muscle fibers,histological term,0
the property possessed by a shape that narrows toward a point (as a wedge or cone),"born:1918|died:2016-10-17|; Taper, Bernard, 1918-",0
a compliment that I heard about you that I offer to trade for a compliment you have heard about me,album by Show-Ya,1
not prudent or wise; not recommended,"process of removing a vehicle from around a person who has been involved in a motor vehicle accident, when conventional means of exit are impossible or inadvisable",1
throw through or out of the window,the act of throwing someone or something out of a window,1
a line drawn on a map connecting points having the same numerical value of some variable,line connecting points of the same value on a map,1
a personified abstraction that teaches,journal,0
serving to heat,building in a medieval monastery with a communal fire,1
change (the Eucharist bread and wine) into the body and blood of Christ,Catholic doctrine that the body and blood of Jesus are present in Eucharist,1
a center equipped to handle a large volume of telephone calls (especially for taking orders or serving customers),article,0
a temporary arrangement erected around a building for convenience of workers,InterPro Domain,1
a member of the Akwa'ala community in Baja California,language,1
heat absorbed or radiated during a change of phase at a constant temperature and pressure,transport of thermal energy in physical systems,1
a public school for boys founded in 1440; located in Berkshire,English Royalist churchman and Provost of Eton College,0
live out one's life; live to the end,live album by Dar Williams,1
(of real estate) made more useful and profitable as by building or laying out roads,Locomotory behavior in a fully developed and mature organism.,1
the act of becoming less,shrinking of the space available to a taxonomic unit,1
make an official inspection on foot of (the bounds of a property),"area of land with different meanings in England, Wales and Scotland",1
tax excessively,1959 film by Stefano Vanzina,1
fasten with thumbtacks,short nail or pin used to fasten items to a wall or board for display,1
the act of decomposing a substance into its constituent elements,"study of the separation, identification, and quantification of the chemical components of materials",1
(of land or soil) used for growing crops,journal,0
a favorable position in a competition,Canadian radio series,1
biopsy of deep tissue that is obtained through a hollow needle,journal article; published in Acta Radiologica in 2007,0
showy perennial herb with white flowers; leaves sometimes used as edible greens in southeastern United States,species of plant,1
a painful swelling of the bursa of the first joint of the big toe,"lake in Ontario, Canada",0
"stop the fibrillation and restore normal contractions, usually by means of electric shocks","treatment for life-threatening cardiac dysrhythmias, specifically ventricular fibrillation (VF) and non-perfusing ventricular tachycardia",1
a room enclosed largely with glass and affording exposure to the sun,"room having glass roof and walls, typically attached to a house",1
someone affected by aphasia or inability to use or understand language,inability to use spoken language,1
a plant where beverages are put into bottles with caps,water sold as a bottled product,0
a game played on a court by two opposing teams of 5 players; points are scored by throwing the ball through an elevated horizontal hoop,episode of PAW Patrol,0
an outsider who seeks power or success presumptuously,Northerner who moved to the South after the American Civil War,0
surgical removal of part or all of the vulva,clinical trial,0
in some classifications placed in genus Haldea; small reddish-grey snake of eastern North America,species of reptile,1
order of chiefly Australian trees and shrubs comprising the casuarinas; 1 family: Casuarinaceae,Wikimedia category,0
a fee that is paid to someone who finds a source of financial backing or to someone who brings people together for business purposes,2001 film directed by Jeff Probst,1
a chemical reaction between two compounds in which parts of each are interchanged to form two new compounds (AB+CD=AD+CB),article,1
oil obtained from sesame seeds,sesame seed oil,1
a military base for rocket missiles,anti-submarine missile,0
any of various Old or New World bats having very long ears,species of mammal,0
a workplace for testing new equipment or ideas,"military installation or reservation where weapons, military technology, or tactics are experimented with or are tested",1
a material having capacity or tendency to adsorb another substance,article,0
susceptible of solution or of being solved or explained,physical property of a molecule that is seemingly repelled from a mass of water,1
(law) possession for which criminal sanctions are provided because the property may not lawfully be possessed or may not be possessed under certain circumstances,crime of possessing illegal drugs,0
(physics) the property of matter and electromagnetic radiation that is characterized by the fact that some properties can be explained best by wave theory and others by particle theory,portion of the whole universe (environment or physical world) which is taken under consideration to make analysis or to study for quantum physics pertaining to the wave-particle duality in that system and everything else than this system,1
the branch of economics that studies the economy of consumers or households or individual firms,article,0
a security whose owner's name is recorded on the books of the issuer (or issuer's agent),Printing of documents protected against counterfeiting,0
the amount by which the mass of an atomic nucleus is less than the sum of the masses of its constituent particles,energy required to split a nucleus of an atom into its component parts.,1
fail to keep informed or aware,article,1
a journey to a sacred place,city and Catholic pilgrimage destination in Spain,0
a change of religion,change in religion,1
a plant that bears fruit once and dies,article,1
the quality of filling or spreading throughout,range of neurodevelopmental conditions,1
showing or resulting from lack of judgment or wisdom,painting by Mohan B. Samant,0
the recipient of an annuity,series in the National Archives and Records Administration's holdings,1
not healed,angiosarcoma and hemangioma of skin and malignant skin vascular tumor and sarcoma of skin that is located in the skin and results in an enlarged bruise (a blue-black nodule) and an unhealed ulceration,1
an informal agreement to work together,hierarchy of professional baseball leagues affiliated with Major League Baseball,1
a perennial plant that propagates by underground bulbs or tubers or corms,article,1
a blanket-like cloak with a hole in the center for the head,cape- or blanket-like outer garment,1
an area of the cortex including the precentral gyrus and the postcentral gyrus and combining sensory and motor functions,article,1
a composition of vocal music that is appropriate for opening church services,article,0
one species: salt tree,species of plant,1
fix or determine the value of; assign a value to,journal,0
a stitch used in sewing hems on skirts and dresses,"hand or machine stitch that is barely visible from the front of a garment, used primarily for hemming",0
the speech act of refuting conclusively,article,1
the fractional change in length or area or volume per unit change in temperature at a given constant pressure,article,0
machine stitch in which the top thread interlocks with the bobbin thread,stitch made by sewing machines using a bobbin,1
showing signs of much wear or use,1965 film by Robert McKimson,0
characterized by diffuse anxiety and often somatic manifestations of fear,"cognitive disorder with an excessive, irrational dread of everyday situations",1
a durable cotton fabric with a velvety nap,Protein found in Drosophila melanogaster,0
white odorless powdered or crystalline alkaloid from plants of the genus Ephedra (especially Ephedra sinica) or made synthetically; used as a bronchodilator to treat bronchitis and asthma,chemical compound,1
veins that drain blood from structures around the knee; empty into the popliteal vein,genus of insects,1
the outlet of a river or drain or other source of water,article,0
an epithelium of mesoblastic origin; a thin layer of flattened cells that lines the inside of some body cavities,scientific journal article,0
benign rumor of striated muscle,benign mesenchymal tumor arising from skeletal or cardiac muscle,1
memory for episodes in your own life,memory of autobiographical events,1
not wearing clothing,state of wearing no clothing,1
a different or fresh set of clothes,Change in the statistical distribution of weather patterns for an extended period,1
the term in a syllogism that is common to both premises and excluded from the conclusion,"The memory process that deals with the storage, retrieval and modification of information received at a time ago that is intermediate between that of short and long term memory (30min - 7hrs in Drosophila melanogaster).",1
being in cash or easily convertible to cash; debt paying ability,article,1
sexual pleasure obtained by inflicting harm (physical or psychological) on others,manga and anime,0
handsomely striped or mottled wood of the zebrawood tree; used especially for cabinetwork,type of wood,1
a fungus with a drab squamulose cap and grey-brown squamules over the white background of the stalk and waxy grey-white gills,species of fungus,1
reach a maximum,album,0
a period during which something or somebody is dominant or powerful,period in which a sovereign rules,1
a hard biscuit for dogs,1909 film by Broncho Billy Anderson,1
a square plate bearing the letter L that is attached to both ends of a car to indicate that the driver is a learner,vehicle learner plate,1
a genus of bacteria,article,0
inflammation of the heart,the inflammation of the heart or its surroundings,1
in some classifications considered the family comprising the giant pandas,species of mammal,1
the body of a male human being,article,0
any of various fungi of the genus Erysiphe producing powdery conidia on the host surface,several types of fungal diseases of plants,1
used especially of currencies; incapable of being exchanged for or replaced by another currency of equal value,"form of physical currency made of paper (or less commonly, polymer)",1
a primary in which any registered voter can vote (but must vote for candidates of only one party),Wikimedia template,0
the clearing and rebuilding and redevelopment of urban slums,"program of land redevelopment in cities, often where there is urban decay",1
decorate by sewing beads onto,small decorative object with drilled hole,1
a forest with heavy annual rainfall,type of forest with high rainfall,1
a continuation of the femoral vein; unites with the internal iliac vein to form the common iliac vein,article,1
"mostly freshwater eukaryotic algae having the chlorophyll masked by brown or yellow pigment; yellow-green and golden-brown algae and diatoms: Xanthophyceae, Chrysophyceae, Bacillariophyceae; some classification systems superseded or subsumed by Heterokontophyta",article,0
any of various water-soluble compounds that form by hydrolysis in the digestion of proteins to amino acids,mixture of peptides and amino acids formed from proteins by proteolytic digestion,1
the act of changing your residence or place of business,process of vacating a fixed location (such as a residence or business) and settling in a different one,1
a city in southern West Virginia,American musician,0
large black-and-white vulture of South America and Central America; have colorful wattles and wartlike protuberances on head and neck,large bird found in Central and South America,1
a car with two doors and front seats and a luggage compartment,researcher,0
a thin plastic film made of saran (trade name Saran Wrap) that sticks to itself; used for wrapping food,1996 film by Daniel and Pascal Cling,0
an obvious change of public opinion or political sentiment that occurs without leadership or overt expression,series of waves generated by distant weather systems,1
a piece of soft absorbent paper (usually two or more thin layers) used as a disposable handkerchief,stadium,0
a bathhouse for hot air baths or steam baths,vaulted sweating-room In a Roman bath,1
the revival of an unfortunate situation after a period of abatement,"epidemic typhus that is a mild form of the disease, which recurs in someone after a long period of latency due to immunosuppression, malnutrition or other illnesses",1
similar in some respect and so able to be compared in order to show differences and similarities,scientific journal article,0
having the color of a ripe peach,"peach colored diamond of 20 carats formerly part of the French Crown Jewels, now in the Louvre",0
in a scathing and unsparing manner,U-class submarine launched 1942,1
revealed; especially by having a veil removed,date that an item was unveiled,1
a weak protease inhibitor (trade name Invirase) used in treating HIV,article,0
an impressively successful event,American musician,1
referring to or relating to or having the style of architecture created by Andrea Palladio,"company in Silver Spring, United States",0
any substance (such as thiouracil) that induces the formation of a goiter,scientific journal article,1
(Akkadian) a goddess; wife of the Moon god Sin,goddess of reeds in Sumerian mythology,1
a cafeteria where food is served from machines,fast food restaurant where simple foods and drink are served by vending machines,1
of or relating to the production of living organisms from other living organisms,use of living systems and organisms to develop or make useful products,1
hydrous silicates of or relating to or resembling mica,doctoral thesis,0
(usually plural) the collected work of an author,journal,0
a pressing or urgent situation,article,1
a collection of stamps,study of stamps and postal history and other related items,0
the art of engraving on precious stones,study of seals and sealings from the Aegean,0
single faucet for separate hot and cold water pipes,American inventor,1
any worm of the Chaetognatha; transparent marine worm with horizontal lateral and caudal fins and a row of movable curved spines at each side of the mouth,phylum of marine worms,1
pertaining to or characteristic of or in accordance with Platonism,a strand of Platonic philosophy that emerged in the third century AD against the background of Hellenistic philosophy and religion,1
used of competition between colleges or universities,intercollegiate sports teams of Villanova University,0
type genus of the Mantidae: mantises,genus of mantises,1
tree of western United States,"mountain in Oregon, United States of America",1
intended or having the power to induce action or belief,mode of communication,1
excess carotene in the blood stream; can cause the skin to turn a pale yellow or red color,Human disease,1
a plectrum used to pluck a guitar,"technique of playing the guitar  named after Maybelle Carter, member of the homonymous family",0
22nd and 24th President of the United States (1837-1908),22nd and 24th President of the United States,1
feeding on both plants and animals,article,1
tufted or mat-forming perennial of mountains of Europe; cultivated for its white flowers,species of plant,1
a city in southern Chile on the Strait of Magellan; the southernmost city in the world,commune in Chile,0
a semicircular window over a door or window; usually has sash bars like the ribs of a fan,"semicircular or semi-elliptical window with bars radiating out like an open fan, above another window or a doorway",1
a person of considerable prominence,personality disorder that involves a prolonged disturbance of personality function characterized by depth and variability of moods,1
"the set of functions F(x) + C, where C is any real number, such that F(x) is the integral of f(x)",function whose derivative is the original function,1
a small outdoor fire for warmth or cooking (as at a camp),fire lit at a campsite,1
inducing or aiding in facilitating neural activity,scientific journal article,1
the process of covering the earth with glaciers or masses of ice,article,0
(of societies or families) having a female as the family head or having descent traced through the female line,"social system in which females hold primary power and predominate in roles of political leadership, moral authority, social privilege and control",1
force out,album by Graham Parker,0
body structure given shape by cartilage,bony and cartilaginous structure which surrounds the thoracic cavity,1
free of charge; - Economist,"lake in Ontario, Canada",1
tropical trees and shrubs including many important timber and ornamental trees,genus of plants,0
someone who sells goods (on commission) for others,article,0
migrating from the sea to fresh water to spawn,article,1
a sergeant of the lowest rank in the military,military rank,1
the head of a pin,comic strip,0
an eastern range of the Alps in northeastern Italy famous for their dolomitic limestone,mountain range in the Alps,1
an aircraft designed and used for combat,aircraft designed or utilized for use in or support of military operations,1
Scandinavian liquor usually flavored with caraway seeds,flavored Scandinavian spirit,1
the belief that the world can be made better by human effort,idea in metaphysical thinking holding that progress is a real concept leading to an improvement of the world,1
(of color) not chromatically pure; diluted,"carboxylic acid with a long aliphatic chain, which is either saturated or unsaturated",1
"necessary or important, especially regarding food or commodities",family name,0
a person who comes to a country where they were not born in order to settle there,refugee or foreigner seeking or has gained citizenship in the current land of residency,1
(of e.g. property) capable of being parted or divided,scientific journal,0
(used of fish) migratory between fresh and salt waters,article,1
a wedge-shaped tent; usually without a floor or windows,temporary building which can be easily dismantled and which is portable,1
vomiting blood,vomiting of blood,1
the weather in some location averaged over some long period of time,Change in the statistical distribution of weather patterns for an extended period,1
the Indic language of Sind which is spoken also in western India,Indo-Aryan language spoken in South Asia (Pakistan and India),1
deep-dish meat and vegetable pie or a meat stew with dumplings,"spring in Union County, United States of America",1
the federal government's program to locate and investigate and clean up the worst uncontrolled and abandoned toxic waste sites nationwide; administered by the Environmental Protection Agency,United States federal law designed to clean up sites contaminated with hazardous substances,1
a molecule containing one amine group (especially one that is a neurotransmitter),group of drugs that have in common the ability to inhibit oxidative deamination of naturally occurring monoamines,1
the main protein of the keratohyalin granules,mammalian protein found in Homo sapiens,1
a sheet containing the words and melody for a song (and some indication of harmony) written in simple form,collection of musical lead sheets intended to help a performer quickly learn new songs,1
not having feathers,1914 silent short film,1
swelling of the rumen or intestinal tract of domestic animals caused by excessive gas,fish disease,0
a line of latitude north of the south pole,antarctic circle,1
not having official authority or sanction,Slavic title for an official or unofficial position of leadership,1
any acid that has hydroxyl groups in addition to the hydroxyl group in the acid itself,An enzyme complex that catalyzes the oxidation of 2-hydroxy acid to form 2-oxo acid and hydrogen peroxide (H2O2). The enzyme is a flavoprotein (FMN).,0
formerly the basic unit of money in Hungary until it was replaced by the forint in 1946,video game,0
an agency of the United Nations that promotes education and communication and the arts,"specialized agency of the UN that promotes education, science and culture",1
excessive flow of saliva,excessive production of saliva,1
adherent of Anabaptism,adherent to the type of radical Christianity known as Anabaptism,1
building material consisting of interwoven rods and twigs covered with clay,building technique using woven wooden supports packed with clay or mud,1
the 2nd largest of the Great Lakes,article,0
a kind of food poisoning caused by eating foods contaminated with Salmonella typhimurium,infection caused by Salmonella bacteria,1
a supervisor of slaves at work,song performed by Bob Marley,0
the person in charge of a post office,head of a post office,1
(mathematics) a number equal to or greater than any other number in a given set,article,1
a city in southern California; motion picture capital of the world; most populous city of California and second largest in the United States,"American professional basketball team based in Los Angeles, California",0
a city in northwestern Mexico near the Gulf of California,film director,0
in a heavy ponderous manner,force acting on a mass due to gravity,1
coarse hairs that form the outer fur and protect the underfur of certain mammals,scientific journal article,1
measuring instrument consisting of a graduated glass tube for measuring volume changes in chemical reactions between gases,journal article; published in Annals of Science in 1958,1
a mine where sulphur is dug from the ground,Wikimedia category,0
a narrow footboard serving as a step beneath the doors of some old cars,1999 live album by The Dillinger Escape Plan,0
fasten with thumbtacks,Various types of matches used in wrestling,0
an agency in the Department of Defense that is responsible for making ballistic missile defense a reality,government agency,1
having or being fruit enclosed in a shell or husk,"London,Printed for the Ray society,1851. | University of Toronto - Earth Sciences Library (Noranda) View Book",1
not appropriate in application; defective,"Queen Regnant of Sicily, Duchess regnant of Athens and Neopatria, Crown Princess consort of Aragon",1
a person who has dyslexia,Wikimedia template,0
a capacitance unit equal to one billion farads,unit of permittivity,0
a priest who served a particular deity in ancient Rome,"Belgian priest, poet, writer and politician",0
a city in northeastern France in Lorraine,"city in Meurthe-et-Moselle, France",1
the point on the Earth's surface directly above the focus of an earthquake,"movie theater in Charlotte, North Carolina, United States",0
measuring instrument for measuring the relative humidity of the atmosphere,article,0
without showing consistency,article,1
an eelpout of northern Europe that is viviparous,eelpout in the family Zoarcidae,1
the third axis in a 3-dimensional coordinate system,surface that allows a pilot to adjust and control an aircraft's flight attitude,1
stroke caused by the rupture of a blood vessel in the brain,clinical trial,0
an oxide containing four atoms of oxygen in the molecule,article,0
relating to or belonging to or characteristic of any worms of the phylum Annelida,article,0
in ordinary language,"unencrypted information, as opposed to information encrypted for storage or transmission; usually means unencrypted information pending input into cryptographic algorithms",1
afflicted with or characteristic of mental derangement,2010 single by Megadeth,0
sting inflicted by a flea,skin condition caused by several species of fleas,1
of a chemical compound having a ring with three members,any heterocyclic compound having a three-membered ring with two oxygen heteroatoms,1
pest on citrus trees,species of insect,1
a fellow member of the Communist Party,political party in Britain,1
a country's withdrawal from international politics,scientific journal article,1
any therapy intended to correct a disorder of speech,journal,0
the most basic of all crochet stitches made by pulling a loop of yarn through another loop,"embroidery stitch made by looping yarn under the needle to form simple or complex chains, with many variations",1
nullification by the destruction of the legal force; rendering null,character in Star Wars,0
not divided into zones,soil taxonomy,1
an inn (usually outside city limits on a main road) providing meals and liquor and dancing and (sometimes) gambling,British rock band,0
the leadership of the Roman Catholic Church,journal,0
the thin conical chambered internal shell (either straight or curved) of a belemnite,the chambered portion of the shell of a cephalopod,1
any font whose different characters have different widths,set of characters that share common design features,1
eat a meal in the late morning,album by Wink,0
someone who predicts the future by the positions of the planets and sun and Moon,The interpretation of astronomical events and stellar constellations in relation to earthly conditions.,1
a husband who keeps house while his wife earns the family income,Wikimedia category,0
a drug (trade name BuSpar) designed specifically for anxiety,pharmaceutical product,1
(bridge) a playing card with a value sufficiently high to insure taking a trick in a particular suit,German actress,0
the process of the formation of humus from plant remains,any organic matter that has reached a point of stability,1
a desert in northern Chile rich in nitrate and copper deposits,article,0
delivery of an infant whose feet or buttocks appear first,Roman goddess against breech birth,1
a green mineral consisting of hydrated nickel magnesium silicate; a source of nickel,article,1
draw more money from than is available,article,1
a partiality that prevents objective consideration of an issue or situation,"commune in Lot-et-Garonne, France",0
common shrub or small tree of the eastern United States having few thorns and white flowers in corymbs followed by bright orange-red berries,species of plant,1
a literary work based partly or wholly on fact but written as if it were fiction,character in the Narnia series by C. S. Lewis; a thin fictionalization of God the Father,1
cause to run in panic,act of mass impulse among herd of animals or a crowd of people,1
a quality of water that contains dissolved mineral salts that prevent soap from lathering,article,1
of red tinged with coral,special technics in ancient greek vase-painting,0
arm of the Indian Ocean at the entrance to the Red Sea,article,0
a period of general fear of communists,any of several events where widespread fear of communism or leftism develops,1
the process of breaking down proteins by the action of the gastric juice in the stomach,article,1
cause to be circulated and accepted in a false character or identity,book by Drew Curtis,0
any of numerous soft-finned schooling food fishes of shallow waters of northern seas,article,0
befitting a person of noble origin,series of historical trading simulation computer games,0
a cloud of solid or liquid particles in a gas,article,0
tropical American semi-evergreen tree having erect racemes of pink or rose-colored flowers; used as an ornamental,species of plant,1
of or relating to an occasion or expression of farewell,complementary close,1
large spiny shrub of eastern Asia having clusters of yellow flowers; often cultivated in shelterbelts and hedges,Wikimedia category,0
a diet that contains adequate amounts of all the necessary nutrients required for healthy growth and activity,provision of essential nutrients necessary to support human life and health,1
unoriginality as a result of being dull and hackneyed,family name,0
a bullet made of hard rubber; designed for use in crowd control,rubber or rubber-coated projectiles that can be fired from either standard firearms or dedicated riot guns,1
an organ or body resembling a stalk; especially the outgrowth of the thallus of certain lichens on which the ascocarp is borne,article in Otto's encyclopedia,1
a small natural hill,small hill,1
a reflected optical image (as seen in a plane mirror),article,0
a building having a circular plan and a dome,building with a circular ground plan,1
of or relating to the beat produced by heterodyning two oscillations,electronic oscillator,1
a vulgar person (especially someone who makes a vulgar display of wealth),West Germanic language,1
a deal to provide military arms,Wikinews article,0
removal of a breast and the pectoralis minor and some lymph nodes in the adjacent armpit,article,0
microscopy with the use of electron microscopes,form of transmission electron microscopy (TEM) where the sample is studied at cryogenic temperatures,1
large cylindrical or flattened mostly tropical insects with long strong legs that feed on plants; walking sticks and leaf insects,group for entomologists interested in the order Phasmatodea (stick and leaf insects),1
a smart bomb that seeks the laser light reflected off of the target and uses it to correct its descent,aerial bomb,0
(golf) the head of the club which strikes the ball,species of fish,0
a statute that would regulate farm production and prices,Congressional Research Service report,1
colorless pungent crystalline compound derived from capsicum; source of the hotness of hot peppers of the genus Capsicum such as chili and cayenne and jalapeno,scientific journal article,0
a genus of fungi belonging to the family Hygrophoraceae,genus of fungi,1
fish with high compressed head and a body tapering off into a long tail,subclass of fish,1
in a state of abeyance or postponement,process of moving heat from one location to another in controlled conditions,1
made dim or indistinct,painting by Jane Sutherland,1
abnormal respiration in which periods of shallow and deep breathing alternate,abnormal pattern of breathing,1
the ordinal number of forty-four in counting order,article,0
exist together,Second album by English indie pop band The xx,0
any of various fruits of the gourd family that mature during the summer; eaten while immature and before seeds and rind harden,squashes harvested when immature; rind tender and edible,1
a low dam built across a stream to raise its level or divert its flow,American artist,0
saturation with carbon dioxide (as soda water),"reactions of carbon dioxide, including process of dissolving carbon dioxide in a liquid",1
someone who acts as if possessed by a demon,play written by John Augustus Stone,0
corn having kernels with a hard outer layer enclosing the soft endosperm,article,0
matching point for point,form of incidence or special position between geometric objects,1
a sheet with several pages printed on it; it folds to page size and is bound with other signatures to form a book,specification of beats in a musical bar or measure,1
the prediction that human intelligence and technology will enable life to expand in an orderly way throughout the entire universe,an ideology within transhumanism,1
a round bun shaped to hold a hamburger patty,"a sandwich consisting of one or more cooked patties of ground meat, usually beef, placed inside a sliced bread roll or bun",1
the reappearance in a painting of an underlying image that had been painted over (usually when the later painting becomes transparent with age),"alteration in a painting, evidenced by traces of previous work, showing that the artist has changed his or her mind as to the composition during the process of painting",1
considered a possible ancestor to both anthropoid apes and humans,tribe of mammals,1
having knowledge and spiritual insight,article,0
a town in southeast Ohio,town in Ohio,1
a type of house built in New England; has two stories in front and one behind,album by Red Aunts,0
not directly at war,entity that does not fight in a given conflict,1
a plan of action adopted by an individual or social group,journal,1
the ordinal number of forty-three in counting order,"professional association football league, contested by clubs from Brazil",0
voles of the northern hemisphere,subgenus of voles,1
tossed salad composed primarily of salad greens,dish of raw vegetables,1
the blood pressure (as measured by a sphygmomanometer) during the contraction of the left ventricle of the heart,article,1
Japanese alcoholic beverage made from fermented rice; usually served hot,alcoholic beverage of Japanese origin,1
(dentistry) a condition in which the opposing teeth do not mesh normally,article,0
inflammation of the renal pelvis,A reactive inflammatory disorder affecting the bladder. It is characterized by the development of small cysts in the bladder wall. The cysts are lined by urothelial cells.,0
yeast-raised roll with a hard crust,Typical Austrian roll,1
small slow-growing deciduous shrubby tree of dry sandy barrens of southeastern United States having leaves with bristle-tipped lobes resembling turkey's toes,article,0
a salt of carbamic acid that is used as a nitrogen fertilizer,article,0
operculate seasnail of coastal waters with a short spiral shell,family of molluscs,1
caused by or designed to retain heat,swimming pool with thermal water,0
centrifugation at very high speeds,article,1
to an insuperable degree,"cultural property in Vigo, Spain",1
honey locust of swamps and bottomlands of southern United States having short oval pods; yields dark heavy wood,species of plant,1
a programing language designed to teach programming through a top-down modular approach,branch of object-oriented derivatives of Pascal programming language,1
intelligence of all types and forms of immediate interest; usually disseminated without delays for evaluation or interpretation,publication,1
a reduced ability to focus on near objects caused by loss of elasticity of the crystalline lens after age 45,article,0
an orange and tan spider with darkly banded legs that spins an orb web daily,species of arachnid,1
(computer science) a computer file containing relatively transient data about a particular data processing task,a series in the National Archives and Records Administration's holdings,0
a measure of the antiknock properties of gasoline,standard measure of the performance of an engine or aviation fuel,1
a colorless corrosive gas (HCl),article,0
not known or well known,article,0
a genus of Picidae,species of bird,0
belief in the superiority of one's own ethnic group,article,0
a very slender waist,article,0
conforming to dietary laws,"any object or an action which is permissible to use or engage in, according to Islamic law",1
coextensive with the family Ophioglossaceae,Wikimedia template,0
the practice of taking holidays in a caravan,"Chidson, Donald Montagu Gerard (1920–2001), promoter of caravanning",1
filled or scattered with a disorderly accumulation of objects or rubbish,article,0
of computer output devices; producing images that are not sharply defined,article,1
a substance that transudes,otitis media which involves transudation of fluid in the middle ear without pus formation,1
